input,lower_deck_output,upper_deck_winner,winner_activation,target,target_activation,excluded,over_threshold
###arjseta###,arjjsta,arvosta,0.069329,arjesta,0.064056,0,0
###arksiin###,arksiin,arkisin,0.194424,arkisin,0.194424,0,0
###arksito###,arkstto,arkisto,0.424740,arkisto,0.424740,0,0
###armieja###,armieja,armeija,0.444894,armeija,0.444894,0,0
###artutri###,arturri,artturi,0.723754,artturi,0.723754,0,1
###arvleee###,arveeee,arvelee,0.268699,arvelee,0.268699,0,0
###arvjoen###,arvooen,arvojen,0.100223,arvojen,0.100223,0,0
###arvkoas###,aravkas,arvokas,0.055210,arvokas,0.055210,0,0
###arvlota###,arvotta,arvolta,0.121549,arvolta,0.121549,0,0
###arvmome###,arvomme,arvomme,0.757880,arvomme,0.757880,0,1
###arvsota###,arvosta,arvosta,0.107571,arvosta,0.107571,0,0
###asedien###,asemien,aseiden,0.732469,aseiden,0.732469,0,1
###aseaman###,aseaman,aiemman,0.092567,asemaan,0.074769,0,0
###asennus###,asennus,asennus,0.963738,asennus,0.963738,1,1
###asetnaa###,asettaa,asettaa,0.827618,asentaa,0.059900,0,0
###asettaa###,asettaa,asettaa,0.941503,asettaa,0.941503,1,1
###asettua###,asettua,asettua,0.944066,asettua,0.944066,1,1
###asettuu###,asettuu,asettuu,0.966097,asettuu,0.966097,1,1
###asikaas###,asisaas,asiakas,0.052484,asiakas,0.052484,0,0
###asilala###,asialla,asialla,0.724975,asialla,0.724975,0,1
###asilale###,asialle,asialle,0.603349,asialle,0.603349,0,1
###asinasa###,asinasa,asialla,0.055597,asiansa,0.008812,0,0
###asisasa###,asisssa,asiassa,0.172705,asiassa,0.172705,0,0
###asisata###,asisita,asiasta,0.420732,asiasta,0.420732,0,0
###asiioda###,asiooda,asioida,0.109470,asioida,0.109470,0,0
###asiiota###,asiista,asioita,0.136444,asioita,0.136444,0,0
###astteta###,astteta,astetta,0.046457,astetta,0.046457,0,0
###asuaman###,asumman,asumaan,0.750513,asumaan,0.750513,0,1
###asuenet###,asueeet,asuneet,0.843596,asuneet,0.843596,0,1
###asunnon###,asunnon,asunnon,0.955371,asunnon,0.955371,1,1
###asunnot###,asunnot,asunnot,0.958158,asunnot,0.958158,1,1
###asutnoa###,asuttoa,asuntoa,0.307334,asuntoa,0.307334,0,0
###asuiven###,asuiven,asuvien,0.098056,asuvien,0.098056,0,0
###ateiran###,atairan,afrikan,0.009134,aterian,0.007252,0,0
###ateirat###,attirat,ottivat,0.015285,ateriat,0.010442,0,0
###aulsasa###,auusssa,aulassa,0.059115,aulassa,0.059115,0,0
###aulkiki###,aulkiki,aulikki,0.545865,aulikki,0.545865,0,1
###aurtaon###,aurtaon,auraton,0.096866,auraton,0.096866,0,0
###aurniko###,aurviko,aurinko,0.751013,aurinko,0.751013,0,1
###autmame###,autmmme,arvomme,0.023839,autamme,0.009815,0,0
###autjoen###,autojen,autojen,0.384799,autojen,0.384799,0,0
###autlola###,auttola,anttila,0.071988,autolla,0.019968,0,0
###autsosa###,uutsssa,muistaa,0.003956,autossa,0.002176,0,0
###autsota###,auttsta,autosta,0.071721,autosta,0.071721,0,0
###auvnien###,auunien,auvinen,0.070686,auvinen,0.070686,0,0
###avavaat###,avaaaat,avaavat,0.223622,avaavat,0.223622,0,0
###avamiet###,avamitt,avaimet,0.034919,avaimet,0.034919,0,0
###avannut###,avannut,avannut,0.967626,avannut,0.967626,1,1
###avarrus###,avarrus,avarrus,0.985459,avarrus,0.985459,1,1
###avaatan###,avaatan,avaavat,0.109814,avataan,0.049933,0,0
###avatuui###,avattui,avautui,0.072748,avautui,0.072748,0,0
###avatuuu###,avatuuu,avautuu,0.339056,avautuu,0.339056,0,0
###avieoro###,avirero,avioero,0.786714,avioero,0.786714,0,1
###avomien###,avommen,avoimen,0.341825,avoimen,0.341825,0,0
###avomiet###,avoimet,avoimet,0.533538,avoimet,0.533538,0,1
###avomiia###,avommia,avoimia,0.751134,avoimia,0.751134,0,1
###avonina###,avoinna,avoinna,0.848709,avoinna,0.848709,0,1
###avonita###,avoiita,avointa,0.614553,avointa,0.614553,0,1
###avutsaa###,avuttaa,avustaa,0.085063,avustaa,0.085063,0,0
###avutsus###,auutsus,avustus,0.064493,avustus,0.064493,0,0
###balitan###,balttan,baltian,0.614673,baltian,0.614673,0,1
###beligan###,belgnan,belgian,0.906707,belgian,0.906707,0,1
###betnoin###,betnoin,betonin,0.135232,betonin,0.135232,0,0
###bonsuta###,bonuuta,bonusta,0.842543,bonusta,0.842543,0,1
###brädnin###,brändin,brändin,0.878028,brändin,0.878028,0,1
###dolalri###,dodlali,dollari,0.361024,dollari,0.361024,0,0
###edennyt###,edennyt,edennyt,0.980478,edennyt,0.980478,1,1
###edeätän###,edeätän,edetään,0.079995,edetään,0.079995,0,0
###editsää###,edittää,edistää,0.155380,edistää,0.155380,0,0
###edusita###,edusita,eduista,0.190072,eduista,0.190072,0,0
###edutsaa###,eduttaa,edustaa,0.099072,edustaa,0.099072,0,0
###edutsus###,edutsus,edustus,0.355064,edustus,0.355064,0,0
###egytpin###,egyppin,egyptin,0.822779,egyptin,0.822779,0,1
###ehdtity###,ehdiity,ehditty,0.443209,ehditty,0.443209,0,0
###ehdkoas###,eeddoas,ehdokas,0.117842,ehdokas,0.117842,0,0
###ehdlola###,ehdolla,ehdolla,0.096133,ehdolla,0.096133,0,0
###ehdlole###,ehdolle,ehdolle,0.478887,ehdolle,0.478887,0,0
###ehdtoon###,eedtoon,ehdoton,0.032034,ehdoton,0.032034,0,0
###ehdtoti###,ehettti,ehdotti,0.129960,ehdotti,0.129960,0,0
###ehdtous###,ehdttus,ehdotus,0.107101,ehdotus,0.107101,0,0
###ehkiäsy###,ehkäiyy,ehkäisy,0.181317,ehkäisy,0.181317,0,0
###ehtniyt###,eetnnyt,ehtinyt,0.057509,ehtinyt,0.057509,0,0
###ehtviät###,ehtivät,ehtivät,0.101940,ehtivät,0.101940,0,0
###ehtjoen###,ehtooen,katsoen,0.117921,ehtojen,0.027234,0,0
###eikhöän###,ehköhän,eiköhän,0.374241,eiköhän,0.374241,0,0
###eivtäkä###,eittäkä,eivätkä,0.060489,eivätkä,0.060489,0,0
###eleätän###,eleäään,eletään,0.096395,eletään,0.096395,0,0
###eliinän###,eliinän,eliniän,0.067925,eliniän,0.067925,0,0
###ellsitä###,elliitä,ellistä,0.728082,ellistä,0.728082,0,1
###elooklo###,elokolo,elokolo,0.947255,elokolo,0.947255,0,1
###eloukun###,elokuun,elokuun,0.907112,elokuun,0.907112,0,1
###eloukva###,elokkva,elokuva,0.853380,elokuva,0.853380,0,1
###elämien###,elämien,toimien,0.012508,eläimen,0.005623,0,0
###elämiet###,elemiet,eläimet,0.057788,eläimet,0.057788,0,0
###elämiiä###,elämiiä,eläimiä,0.062651,eläimiä,0.062651,0,0
###eläämni###,eläämni,elämäni,0.609868,elämäni,0.609868,0,1
###eläämän###,elääään,elämään,0.467924,elämään,0.467924,0,0
###enemmän###,enemmän,enemmän,0.975193,enemmän,0.975193,1,1
###enepmää###,enempää,enempää,0.635028,enempää,0.635028,0,1
###enegria###,energia,energia,0.898095,energia,0.898095,0,1
###ennkaoi###,ennnioi,ennakoi,0.344751,ennakoi,0.344751,0,0
###ennlata###,ennnata,ennalta,0.181253,ennalta,0.181253,0,0
###ennsute###,ennnnte,kannata,0.155273,ennuste,0.111985,0,0
###ensaipu###,ensaapu,ensiapu,0.494714,ensiapu,0.494714,0,0
###enskisi###,enssisi,ensiksi,0.713445,ensiksi,0.713445,0,1
###entnien###,entnien,entisen,0.082230,entinen,0.073877,0,0
###entsien###,entiien,entisen,0.030588,entisen,0.030588,0,0
###entsiet###,entiiet,entiset,0.522496,entiset,0.522496,0,1
###entsiiä###,entsiiä,entisiä,0.517876,entisiä,0.517876,0,1
###entsitä###,entiitä,entistä,0.679596,entistä,0.679596,0,1
###epäliee###,epäliee,epäilee,0.267721,epäilee,0.267721,0,0
###epälilä###,epälilä,epäillä,0.700859,epäillä,0.700859,0,1
###erkiklä###,erkillä,erkkilä,0.092502,erkkilä,0.092502,0,0
###erovaat###,erorvat,eroavat,0.781555,eroavat,0.781555,0,1
###erottaa###,erottaa,erottaa,0.965090,erottaa,0.965090,1,1
###erottuu###,erottuu,erottuu,0.976377,erottuu,0.976377,1,1
###erädien###,erädien,eräiden,0.009105,eräiden,0.009105,0,0
###eräkisi###,eräkisi,eräiksi,0.036338,eräiksi,0.036338,0,0
###eräsisä###,eräsisä,pääsisi,0.043916,eräissä,0.014993,0,0
###eräsäsä###,eräsäsä,eräässä,0.290289,eräässä,0.290289,0,0
###esiimes###,esiimes,esimies,0.243989,esimies,0.243989,0,0
###esienet###,eseneet,esineet,0.127423,esineet,0.127423,0,0
###esittää###,esittää,esittää,0.967656,esittää,0.967656,1,1
###espnaja###,espnaja,espanja,0.039819,espanja,0.039819,0,0
###esteenä###,esteenä,esteenä,0.977659,esteenä,0.977659,1,1
###estietä###,estietä,esteitä,0.029348,esteitä,0.029348,0,0
###esttetä###,esttetä,käytetä,0.057935,estettä,0.003229,0,0
###estväät###,estvvät,estävät,0.201777,estävät,0.201777,0,0
###eteälän###,eteälän,etelään,0.227752,etelään,0.227752,0,0
###eteknin###,eteenin,etenkin,0.075352,etenkin,0.075352,0,0
###etsmime###,etsmmme,etsimme,0.597143,etsimme,0.597143,0,1
###etsviät###,etsvvät,etsivät,0.463090,etsivät,0.463090,0,0
###ettiekö###,ettikkö,etteikö,0.662391,etteikö,0.662391,0,1
###ettmeme###,ettemme,ettemme,0.886443,ettemme,0.886443,0,1
###etuinmi###,etuummi,etunimi,0.151631,etunimi,0.151631,0,0
###etuisja###,etuijja,etusija,0.174242,etusija,0.174242,0,0
###eurjoen###,eurooen,eurojen,0.790087,eurojen,0.790087,0,1
###eurlola###,eurlola,eurolla,0.326990,eurolla,0.326990,0,0
###eurlole###,euroole,eurolle,0.805314,eurolle,0.805314,0,1
###eursota###,eurrsta,eurosta,0.530725,eurosta,0.530725,0,1
###evesrti###,eveesti,eversti,0.423602,eversti,0.423602,0,0
###finaali###,finaali,finaali,0.986399,finaali,0.986399,1,1
###foourmi###,foorumi,foorumi,0.746147,foorumi,0.746147,0,1
###forumla###,formlla,formula,0.541453,formula,0.541453,0,1
###forssan###,forssan,forssan,0.983126,forssan,0.983126,1,1
###frednit###,frendit,frendit,0.794226,frendit,0.794226,0,1
###grammaa###,grammaa,grammaa,0.990082,grammaa,0.990082,1,1
###haaapla###,haaaala,haapala,0.248892,haapala,0.248892,0,0
###haatsaa###,haatsaa,haittaa,0.069064,haastaa,0.057183,0,0
###haeatan###,haeatan,haetaan,0.078613,haetaan,0.078613,0,0
###haittaa###,haittaa,haittaa,0.949737,haittaa,0.949737,1,1
###haknaen###,haknaen,hukkaan,0.073418,hakanen,0.008688,0,0
###hakmeus###,hakkeus,hakemus,0.153310,hakemus,0.153310,0,0
###hakneut###,hakneut,hakenut,0.145600,hakenut,0.145600,0,0
###hakveat###,hakkeat,hakijat,0.076107,hakevat,0.041366,0,0
###hakjian###,hakkian,hakijan,0.157868,hakijan,0.157868,0,0
###hakjiat###,hakjiat,hakijat,0.106645,hakijat,0.106645,0,0
###halalan###,halalan,matalan,0.038618,hallaan,0.030689,0,0
###halilta###,halilta,halusta,0.022422,hallita,0.007417,0,0
###halnoen###,halnoen,halonen,0.040843,halonen,0.040843,0,0
###halitja###,halijja,halusta,0.022294,haltija,0.019207,0,0
###halutun###,haluuun,haltuun,0.545882,haltuun,0.545882,0,1
###halsuin###,hallaun,haltuun,0.043121,halusin,0.013896,0,0
###halsuta###,haljuta,halusta,0.093670,halusta,0.093670,0,0
###haltutu###,haltutu,haluttu,0.263396,haluttu,0.263396,0,0
###hamnian###,hamniin,kauniin,0.008696,haminan,0.003192,0,0
###hamapat###,hamaaat,hampaat,0.721899,hampaat,0.721899,0,1
###hanakla###,hankkla,hankala,0.088906,hankala,0.088906,0,0
###hankkia###,hankkia,hankkia,0.953054,hankkia,0.953054,1,1
###hankkii###,hankkii,hankkii,0.964922,hankkii,0.964922,1,1
###hanenle###,hanenle,hänelle,0.131815,hannele,0.089109,0,0
###hanunla###,hanunla,halusta,0.015976,hannula,0.011921,0,0
###hapiulu###,hapuulu,hapuilu,0.483310,hapuilu,0.483310,0,0
###harikta###,harikta,harkita,0.069238,harkita,0.069238,0,0
###haraman###,haraaan,harmaan,0.067299,harmaan,0.067299,0,0
###harppoi###,harppoi,harppoi,0.985767,harppoi,0.985767,1,1
###haratus###,haratus,hartaus,0.151073,hartaus,0.151073,0,0
###harovin###,harovin,harvoin,0.115512,harvoin,0.115512,0,0
###hatutla###,hatulla,halusta,0.048983,hattula,0.027146,0,0
###hauaran###,haauaan,haastaa,0.019709,hauraan,0.006810,0,0
###hauksaa###,hauksaa,hauskaa,0.014007,hauskaa,0.014007,0,0
###hauksat###,hauksat,hiukset,0.162486,hauskat,0.055516,0,0
###hauatla###,hauuala,hautala,0.090280,hautala,0.090280,0,0
###haviata###,haviita,halusta,0.008444,havaita,0.007716,0,0
###heikkoa###,heikkoa,heikkoa,0.964784,heikkoa,0.964784,1,1
###heiukra###,heikkra,heikura,0.141950,heikura,0.141950,0,0
###heionla###,heioola,heinola,0.059078,heinola,0.059078,0,0
###heittää###,heittää,heittää,0.960395,heittää,0.960395,1,1
###helopin###,helpoin,helpoin,0.489181,helpoin,0.489181,0,0
###helppoa###,helppoa,helppoa,0.985417,helppoa,0.985417,1,1
###heneken###,heneken,henkeen,0.118173,henkeen,0.118173,0,0
###heniklö###,heniklö,henkilö,0.099615,henkilö,0.099615,0,0
###hertäti###,hertiti,herätti,0.240216,herätti,0.240216,0,0
###hevnoen###,hennoen,heinola,0.019427,hevonen,0.003349,0,0
###hevsoen###,hevvoen,henkeen,0.021216,hevosen,0.011581,0,0
###hevsoet###,hevooet,hevoset,0.146074,hevoset,0.146074,0,0
###hidsata###,hiddata,kirjata,0.040124,hidasta,0.011125,0,0
###hiekkaa###,hiekkaa,hiekkaa,0.974288,hiekkaa,0.974288,1,1
###hieonja###,hienoja,hieroja,0.120944,hienoja,0.068632,0,0
###hieorja###,hieooja,hintoja,0.099485,hieroja,0.082405,0,0
###hieatla###,hiealaa,hiekkaa,0.062172,hietala,0.041758,0,0
###hiidhon###,hiihdon,hiihdon,0.968209,hiihdon,0.968209,0,1
###hinatan###,hinanan,hintaan,0.252550,hintaan,0.252550,0,0
###hinotja###,hinnnja,hintoja,0.012819,hintoja,0.012819,0,0
###hirevän###,hirevän,hirveän,0.298115,hirveän,0.298115,0,0
###hiusket###,hiukket,hiukset,0.850012,hiukset,0.850012,0,1
###hoiatja###,hoiaaja,hoitava,0.168184,hoitaja,0.151102,0,0
###hoiatva###,hoiaava,hoitava,0.185833,hoitava,0.185833,0,0
###hoiotja###,hoitjoa,hoitava,0.165448,hoitoja,0.039113,0,0
###hoioton###,hoioton,hoitoon,0.173558,hoitoon,0.173558,0,0
###hololla###,hololla,hollola,0.088855,hollola,0.088855,0,0
###hotleli###,hotelli,hotelli,0.890473,hotelli,0.890473,0,1
###huhatla###,huhaaaa,huhtala,0.133287,huhtala,0.133287,0,0
###huksasa###,huksasa,hukassa,0.505823,hukassa,0.505823,0,1
###hukakan###,hukakan,hukkaan,0.150990,hukkaan,0.150990,0,0
###hunjaaa###,hunjaaa,huhtala,0.011595,hunajaa,0.010453,0,0
###huollon###,huollon,huollon,0.957837,huollon,0.957837,1,1
###huollot###,huollot,huollot,0.966298,huollot,0.966298,1,1
###huotlaa###,huotoaa,huhtala,0.013603,huoltaa,0.007680,0,0
###huotloa###,huotola,huhtala,0.012118,huoltoa,0.008762,0,0
###huoaman###,huomman,huomaan,0.675833,huomaan,0.675833,0,1
###huoamsi###,huomssi,huomasi,0.652754,huomasi,0.652754,0,1
###huoamta###,huoamta,huomata,0.511971,huomata,0.511971,0,1
###huoimoi###,huoiioi,huomioi,0.274353,huomioi,0.274353,0,0
###huoimon###,huommon,huomion,0.506167,huomion,0.506167,0,1
###huoenen###,huoönen,huoneen,0.055896,huoneen,0.055896,0,0
###huoenet###,huoenet,huoneet,0.440891,huoneet,0.440891,0,0
###huoonja###,huonoja,huonoja,0.639030,huonoja,0.639030,0,1
###huoonon###,huonnon,huonoon,0.760069,huonoon,0.760069,0,1
###huoatri###,huottri,huotari,0.150973,huotari,0.150973,0,0
###huuomri###,huomrri,huumori,0.274731,huumori,0.274731,0,0
###hyltäty###,hyltyty,hylätty,0.426513,hylätty,0.426513,0,0
###hytnöen###,hytnnen,hytönen,0.580224,hytönen,0.580224,0,1
###hyvlilä###,hyvvilä,hyvillä,0.132481,hyvillä,0.132481,0,0
###hyvsisä###,hyvsisä,hyvissä,0.083230,hyvissä,0.083230,0,0
###hyvsitä###,hyvvitä,hyvistä,0.051481,hyvistä,0.051481,0,0
###hyvkäsi###,hyväksi,hyväksi,0.815989,hyväksi,0.815989,0,1
###hyvkäsy###,hyväysy,hyväksy,0.159318,hyväksy,0.159318,0,0
###hyvläle###,hyvvlle,hyvälle,0.366206,hyvälle,0.366206,0,0
###hyvlälä###,hyvvllä,hyvillä,0.379572,hyvällä,0.212522,0,0
###hyvlätä###,hyvvätä,hyvistä,0.405856,hyvältä,0.137985,0,0
###hyvnäsä###,hyväysä,hyvällä,0.032745,hyvänsä,0.025160,0,0
###hyvsäsä###,hyvääsä,hyvissä,0.032480,hyvässä,0.016222,0,0
###hyvsätä###,hyväätä,hyvistä,0.155156,hyvästä,0.008548,0,0
###hyvnöen###,hyvönen,hytönen,0.086377,hyvönen,0.081899,0,0
###hyöytjä###,hyööjjä,hyötyjä,0.154940,hyötyjä,0.154940,0,0
###häiiröt###,häiisöt,häiriöt,0.678228,häiriöt,0.678228,0,1
###hänlele###,hänelle,hänelle,0.835939,hänelle,0.835939,0,1
###hänlelä###,hänellä,hänellä,0.712620,hänellä,0.712620,0,1
###hänletä###,hännetä,hänestä,0.165998,häneltä,0.117156,0,0
###hänsetä###,hännetä,häneltä,0.219547,hänestä,0.130374,0,0
###härämlä###,härällä,härmälä,0.065518,härmälä,0.065518,0,0
###höyälsi###,hööääsi,höyläsi,0.146617,höyläsi,0.146617,0,0
###idesata###,idesata,ideasta,0.175418,ideasta,0.175418,0,0
###ideiota###,ideitta,ideoita,0.142322,ideoita,0.142322,0,0
###ihalila###,iialila,italian,0.020475,ihailla,0.005866,0,0
###ihmietä###,ihmiitä,ihmeitä,0.302493,ihmeitä,0.302493,0,0
###ihmtetä###,ihmettä,ihmettä,0.646769,ihmettä,0.646769,0,1
###ihmnien###,ihmmnen,ihminen,0.049593,ihminen,0.049593,0,0
###ihmsien###,ihmmien,ihmisen,0.234387,ihmisen,0.234387,0,0
###ihmsiet###,ihmmiet,ihmiset,0.265113,ihmiset,0.265113,0,0
###ihmsiiä###,ihimiiä,ihmisiä,0.338000,ihmisiä,0.338000,0,0
###ihmsitä###,ihmiitä,ihmeitä,0.669676,ihmistä,0.043238,0,0
###iislami###,iiimami,iisalmi,0.055121,iisalmi,0.055121,0,0
###ikknuan###,iiknaan,ikkunan,0.002767,ikkunan,0.002767,0,0
###ikknuat###,iiknaat,ikkunat,0.006702,ikkunat,0.006702,0,0
###ikunien###,ikunien,kauniin,0.037573,ikuinen,0.020617,0,0
###ikänien###,iiänien,seinien,0.024792,ikäinen,0.000062,0,0
###illlala###,illaala,illalla,0.457272,illalla,0.457272,0,0
###illsasa###,illsaaa,illassa,0.226332,illassa,0.226332,0,0
###ilmsasa###,ilmsssa,ilmassa,0.601229,ilmassa,0.601229,0,1
###ilmsato###,ilmaato,ilmasto,0.671067,ilmasto,0.671067,0,1
###ilmneee###,ilmnnee,ilmenee,0.946829,ilmenee,0.946829,0,1
###ilmsety###,ilmesty,ilmesty,0.540161,ilmesty,0.540161,0,1
###ilmtetä###,ilmettä,ilmettä,0.659402,ilmettä,0.659402,0,1
###ilmöitä###,ilmiötä,ilmiötä,0.837591,ilmiötä,0.837591,0,1
###ilmiota###,iloiita,iloista,0.296529,ilmoita,0.024448,0,0
###ilonien###,ilonien,iloisen,0.035962,iloinen,0.013772,0,0
###ilosien###,ilosien,iloisen,0.075564,iloisen,0.075564,0,0
###ilosiia###,ilosiia,iloisia,0.054750,iloisia,0.054750,0,0
###ilosita###,ilooita,iloista,0.084253,iloista,0.084253,0,0
###iloajan###,iloajan,ilojaan,0.081460,ilojaan,0.081460,0,0
###imartan###,imaaran,imatran,0.102983,imatran,0.102983,0,0
###immnoen###,immnnen,immonen,0.639633,immonen,0.639633,0,1
###indkesi###,iideksi,indeksi,0.894838,indeksi,0.894838,0,1
###innkoas###,innskas,innokas,0.175355,innokas,0.175355,0,0
###innlola###,innolla,innolla,0.949075,innolla,0.949075,0,1
###irlnati###,irlnnti,irlanti,0.392924,irlanti,0.392924,0,0
###islnati###,islnati,islanti,0.230673,islanti,0.230673,0,0
###isosisa###,isosisa,isoissa,0.260835,isoissa,0.260835,0,0
###isoaktu###,isoastu,isokatu,0.100058,isokatu,0.100058,0,0
###isommat###,isommat,isommat,0.982528,isommat,0.982528,1,1
###isopmia###,isompia,isompia,0.873337,isompia,0.873337,0,1
###isoatlo###,isoalto,ilmasto,0.044764,isotalo,0.015994,0,0
###istnuut###,isinnut,osannut,0.037870,istunut,0.030612,0,0
###istvuat###,isivvat,istuvat,0.003808,istuvat,0.003808,0,0
###isännän###,isännän,isännän,0.978488,isännän,0.978488,1,1
###itailan###,itailan,italian,0.071455,italian,0.071455,0,0
###itknoen###,itknnen,itkonen,0.646880,itkonen,0.646880,0,1
###itskein###,itskkin,itsekin,0.028101,itsekin,0.028101,0,0
###itslele###,itselle,itselle,0.952726,itselle,0.952726,0,1
###itsmeme###,itsemme,itsemme,0.908536,itsemme,0.908536,0,1
###itsnesä###,itsensä,itsensä,0.561626,itsensä,0.561626,0,1
###itssetä###,itsestä,itsestä,0.392004,itsestä,0.392004,0,0
###itsäeni###,itseäni,itseäni,0.900951,itseäni,0.900951,0,1
###itsäesi###,itseäsi,itseäsi,0.629368,itseäsi,0.629368,0,1
###itsäeän###,itseään,itseään,0.639557,itseään,0.639557,0,1
###itänien###,itänien,seinien,0.038030,itäinen,0.001073,0,0
###itäsien###,itäsien,itäisen,0.057008,itäisen,0.057008,0,0
