input,lower_deck_output,upper_deck_winner,winner_activation,target,target_activation,excluded,over_threshold
###lumjxre###,lumésre,lumière,0.188221,lumière,0.188221,0,0
###traêjil###,trarail,travail,0.022534,travail,0.022534,0,0
###soucàre###,soucore,sourdre,0.137770,sourire,0.102963,0,0
###affmvre###,affèvre,affaire,0.280574,affaire,0.280574,0,0
###tramàrs###,taatrrs,torturé,0.023958,travers,0.015469,0,0
###chayâer###,chahyer,chasser,0.059193,changer,0.003772,0,0
###comjrnt###,comprnt,comment,0.109300,comment,0.109300,0,0
###géniêal###,génital,général,0.339276,général,0.339276,0,0
###plamqir###,plamiir,plaisir,0.229640,plaisir,0.229640,0,0
###glicver###,glicier,glacier,0.087033,glisser,0.044112,1,0
###ajopïer###,ajopoer,ajouter,0.142310,ajouter,0.142310,0,0
###occmker###,omoomer,scooter,0.013973,occuper,0.005885,0,0
###décèjer###,déccter,démener,0.004976,décider,0.000220,0,0
###souézin###,soupein,souvent,0.007962,soudain,0.007599,0,0
###lorïtue###,lorttue,lorsque,0.097295,lorsque,0.097295,0,0
###comnôer###,coonmer,coincer,0.005972,compter,0.002879,0,0
###mauôjis###,maussis,mauvais,0.307554,mauvais,0.307554,0,0
###répâcer###,répécer,répéter,0.484457,répéter,0.484457,0,0
###coubïur###,coubuur,coucher,0.063711,couleur,0.011676,0,0
###jouvèal###,jouveal,journal,0.038847,journal,0.038847,0,0
###manover###,manover,manquer,0.126121,manquer,0.126121,0,0
###semuêne###,semuêne,semaine,0.142775,semaine,0.142775,0,0
###couéder###,couéder,comédie,0.008541,coucher,0.004750,0,0
###avadfer###,adadder,adapter,0.038597,avancer,0.017192,0,0
###orezêle###,orzèlle,oreille,0.077131,oreille,0.077131,0,0
###touîqer###,touquer,tousser,0.026250,toucher,0.018576,0,0
###heuüêux###,heuheux,heureux,0.404824,heureux,0.404824,0,0
###cerôsin###,cerrsin,certain,0.451222,certain,0.451222,0,0
###jouïiée###,jousiée,journée,0.212354,journée,0.212354,0,0
###parkkut###,parfeut,parfait,0.152286,partout,0.050721,0,0
###envmker###,enemver,encrier,0.002549,envoyer,0.000696,0,0
###biegoôt###,biggeôt,bibelot,0.021136,bientôt,0.018846,0,0
###ensèûte###,enstète,ensuite,0.021358,ensuite,0.021358,0,0
###frahcer###,frahcer,froncer,0.032563,frapper,0.020427,1,0
###plevaer###,pleveer,pleurer,0.111976,pleurer,0.111976,0,0
###bonèâur###,bontour,bonheur,0.063487,bonheur,0.063487,0,0
###sufqpre###,suupbee,sultane,0.001341,suffire,0.000880,0,0
###manàsre###,manasre,manière,0.135302,manière,0.135302,0,0
###penômer###,pennger,pencher,0.105532,pencher,0.105532,0,0
###paswïge###,pascege,passage,0.414348,passage,0.414348,0,0
###refèçer###,reffèer,rentrer,0.001782,refuser,0.000195,0,0
###achoïer###,achoher,échouer,0.084705,acheter,0.016452,0,0
###exièaer###,exxièer,expirer,0.001491,exister,0.000312,0,0
###vilrûge###,virruge,virgule,0.039706,village,0.004825,0,0
###retbûir###,rebtiir,retenir,0.014540,retenir,0.014540,0,0
###sertêce###,sertace,service,0.051599,service,0.051599,0,0
###précgnt###,précgnt,prenant,0.029585,présent,0.016061,0,0
###feusmle###,feusule,feuille,0.150961,feuille,0.150961,0,0
###endxâit###,enériit,exploit,0.018746,endroit,0.016287,0,0
###cuiôyne###,cuulyne,cuiller,0.006922,cuisine,0.004025,0,0
###espoïer###,espooer,espacer,0.022905,espérer,0.017098,0,0
###chofgir###,cholgir,choisir,0.380612,choisir,0.380612,0,0
###couîbir###,coubbir,couvrir,0.041182,couvrir,0.041182,0,0
###puidîue###,puidore,puisque,0.005245,puisque,0.005245,0,0
###rapgert###,rapgeet,rapport,0.072456,rapport,0.072456,0,0
###moiküre###,mmifire,moindre,0.083730,moindre,0.083730,0,0
###exebüle###,exillle,exclure,0.036686,exemple,0.014256,0,0
###assfner###,asserer,assener,0.001321,assurer,0.000177,0,0
###appûmer###,ampûler,amputer,0.135376,appuyer,0.001010,0,0
###chaîoer###,chaooer,chasser,0.050583,chanter,0.009398,0,0
###relhner###,rellner,relater,0.007462,relever,0.003888,0,0
###trafger###,traûger,franger,0.018367,traîner,0.006805,0,0
###hésêwer###,héssoer,hésiter,0.147794,hésiter,0.147794,0,0
###chaéfer###,chaader,chasser,0.052912,charger,0.003173,0,0
###réuüxir###,réuieur,réussir,0.090573,réussir,0.090573,1,0
###seclâde###,seclade,seconde,0.160302,seconde,0.160302,0,0
###étozûer###,émooter,éventer,0.000446,étonner,0.000215,1,0
###sectter###,sectter,secteur,0.034489,secouer,0.008856,0,0
###allàqer###,alllyer,affluer,0.006628,allumer,0.002832,0,0
###chatüur###,chattur,contour,0.029564,chaleur,0.005574,0,0
###baiâïer###,baiceer,baisser,0.085374,baisser,0.085374,1,0
###somèîil###,somboil,sommeil,0.118249,sommeil,0.118249,0,0
###musfnue###,mununue,menteur,0.007009,musique,0.003562,0,0
###habfler###,habhler,habiter,0.086189,habiter,0.086189,0,0
###devwger###,devgger,deviser,0.097523,deviner,0.031480,0,0
###étehgre###,éteégre,énergie,0.013942,étendre,0.003227,0,0
###mémtüre###,mééttre,martyre,0.007084,mémoire,0.002342,0,0
###sépmler###,sémmler,séparer,0.056621,séparer,0.056621,0,0
###ramtker###,rartmer,routier,0.003034,ramener,0.000059,0,0
###ignkder###,ignnier,ignorer,0.004371,ignorer,0.004371,0,0
###comqéen###,comqner,complet,0.019244,combien,0.007800,0,0
###oblâàer###,obllèer,obliger,0.001780,obliger,0.001780,0,0
###immuwse###,immiuse,immense,0.419945,immense,0.419945,0,0
###proucnd###,prounnd,prouver,0.154787,profond,0.106437,0,0
###emmpqer###,emmmyer,emmener,0.166044,emmener,0.166044,0,0
###couqzir###,couquir,couloir,0.027778,couloir,0.027778,0,0
###enfûàce###,enfûêce,enfance,0.456851,enfance,0.456851,0,0
###étrêuge###,étrtêge,étrange,0.078718,étrange,0.078718,0,0
###marçïer###,marmèer,marquer,0.070924,marquer,0.070924,0,0
###éclhôer###,échlber,écluser,0.029403,éclater,0.014555,0,0
###soubûle###,soulale,soutane,0.017115,souffle,0.009151,1,0
###répggse###,répogge,légende,0.005613,réponse,0.004410,0,0
###dreoqer###,deoqyer,dentier,0.002003,dresser,0.000135,1,0
###morbkau###,morbaau,corbeau,0.252845,morceau,0.199609,0,0
###riskler###,rifiler,rigoler,0.051384,risquer,0.005816,0,0
###retôser###,retôser,reposer,0.042504,retirer,0.014974,0,0
###libûoté###,bibioté,liberté,0.132711,liberté,0.132711,0,0
###honkjur###,hontuur,honteux,0.121932,honneur,0.048050,0,0
###intküêt###,inprêêt,intérêt,0.201193,intérêt,0.201193,0,0
###trovxer###,trovéer,truffer,0.004321,tromper,0.000436,0,0
###dirxber###,diriber,dérober,0.129493,diriger,0.050907,0,0
###arrtàre###,arrttre,arrière,0.026201,arrière,0.026201,0,0
###engxter###,engrter,entêter,0.018171,engager,0.002929,0,0
###malqïur###,malluur,malheur,0.043281,malheur,0.043281,0,0
###écakêer###,écaater,écarter,0.087323,écarter,0.087323,0,0
###douîûur###,doubour,douleur,0.130216,douleur,0.130216,0,0
###cheüêse###,cherêse,chemise,0.407064,chemise,0.407064,0,0
###écrvper###,écrvper,écraser,0.047851,écraser,0.047851,0,0
###tabofau###,taftaau,taureau,0.029395,tableau,0.020981,0,0
###chafqau###,chaquau,craquer,0.093289,chapeau,0.013221,0,0
###pasuîon###,passçon,passion,0.238961,passion,0.238961,0,0
###docüvur###,docuvur,douleur,0.013803,docteur,0.004561,0,0
###conâïnt###,content,content,0.084206,content,0.084206,0,0
###capvyle###,capayle,capable,0.125963,capable,0.125963,0,0
###ploujer###,plouter,pleurer,0.027480,plonger,0.025230,0,0
###brafihe###,brahihe,branche,0.067714,branche,0.067714,0,0
###mackxne###,macanne,machine,0.197052,machine,0.197052,0,0
###conaêil###,conalil,conseil,0.238505,conseil,0.238505,0,0
###repyfer###,repayer,relayer,0.029567,reposer,0.001842,0,0
###réaxàté###,réaéété,réalité,0.410924,réalité,0.410924,0,0
###vacçqce###,vacccce,factice,0.062784,vacance,0.035094,0,0
###invûçer###,invvler,initier,0.019349,inviter,0.005731,0,0
###achéâer###,achéher,accéder,0.039845,achever,0.020456,0,0
###remzhir###,remhhir,remplir,0.114467,remplir,0.114467,0,0
###briâner###,brinner,briller,0.052277,briller,0.052277,1,0
###obtfâir###,ouétiir,orateur,0.061492,obtenir,0.000509,0,0
###peiîwre###,peisère,peindre,0.051394,peindre,0.051394,0,0
###arrôjée###,arrééue,arrivée,0.025652,arrivée,0.025652,0,0
###couxknt###,courant,courant,0.403323,courant,0.403323,0,0
###angzàis###,aagpiis,anglais,0.037236,anglais,0.037236,0,0
###enlçmer###,enlôler,envoler,0.020158,enlever,0.000722,0,0
###marnwge###,marmage,mariage,0.080787,mariage,0.080787,0,0
###impôver###,implier,imputer,0.053112,imposer,0.040894,0,0
###haumïur###,haumuur,hauteur,0.310098,hauteur,0.310098,0,0
###préôfir###,prêfgir,prévoir,0.009219,prévoir,0.009219,0,0
###cromïer###,cromuer,croquer,0.082203,croiser,0.041091,0,0
###absyice###,asscice,absence,0.032689,absence,0.032689,0,0
###plasàer###,plasier,plaquer,0.008219,planter,0.004907,0,0
###natbûel###,nabtele,nouille,0.053984,naturel,0.000710,0,0
###médôfin###,méfidin,médecin,0.096339,médecin,0.096339,0,0
###attuûer###,atttyer,atteler,0.092029,attirer,0.033779,0,0
###lunaste###,lunaste,lunaire,0.152626,lunette,0.051838,0,0
###voluèté###,voluuté,volupté,0.408848,volonté,0.005547,0,0
###tervüin###,terviin,terrain,0.222506,terrain,0.222506,0,0
###claêwer###,claîèer,classer,0.055115,claquer,0.051214,0,0
###châiüau###,château,château,0.711605,château,0.711605,0,1
###évoxèer###,évhèèrr,évoquer,0.014002,évoquer,0.014002,0,0
###haukîer###,hausher,faucher,0.002238,hausser,0.000717,1,0
###preàher###,precher,presser,0.125404,presser,0.125404,1,0
###couàâge###,coutige,courage,0.130211,courage,0.130211,0,0
###efflàer###,efflfer,affluer,0.003277,effacer,0.002925,0,0
###inuàèle###,inuièle,inutile,0.111152,inutile,0.111152,0,0
###douiâur###,doudeur,douceur,0.022263,douceur,0.022263,0,0
###trasper###,trapper,frapper,0.034513,traiter,0.027219,0,0
###conqjer###,conquer,contrer,0.010978,confier,0.003676,0,0
###fatàsue###,fatasue,fatigue,0.148437,fatigue,0.148437,0,0
###horsvur###,horsour,horreur,0.186903,horreur,0.186903,0,0
###recûèer###,reccèer,rentrer,0.002829,reculer,0.001148,0,0
###admxcer###,adxécer,adhérer,0.002073,admirer,0.001783,0,0
###théqvre###,thhqvre,théâtre,0.009384,théâtre,0.009384,0,0
###manplau###,manleau,manteau,0.312472,manteau,0.312472,0,0
###chakver###,chaaver,chasser,0.026110,chasser,0.026110,1,0
###curîèux###,curyeux,curieux,0.482780,curieux,0.482780,0,0
###horêâon###,horûoon,horizon,0.470869,horizon,0.470869,0,0
###sérèjux###,séruuux,sérieux,0.359412,sérieux,0.359412,0,0
###magàhin###,mamahin,maillon,0.016911,magasin,0.009433,0,0
###conbwct###,conchct,contact,0.214882,contact,0.214882,0,0
###noujeir###,noudiir,nourrir,0.090359,nourrir,0.090359,1,0
###cretïer###,cretier,creuser,0.030671,creuser,0.030671,0,0
###payéàge###,payegge,paysage,0.535231,paysage,0.535231,0,1
###attypte###,attppte,attente,0.030508,attente,0.030508,0,0
###flohaer###,flahser,flatter,0.051799,flotter,0.000396,1,0
###élépynt###,éluéant,élégant,0.032744,élément,0.001028,0,0
###dépôêer###,dépéter,déplier,0.058154,déposer,0.034684,0,0
###socuyté###,socuuté,société,0.093123,société,0.093123,0,0
###désbger###,déséger,dégager,0.033666,désirer,0.012936,0,0
###excâher###,exhcher,exhiber,0.050856,excuser,0.000964,0,0
###incàwnu###,incinnu,inconnu,0.181671,inconnu,0.181671,0,0
###entîpdu###,elqpudu,entendu,0.066493,entendu,0.066493,0,0
###malàgie###,maligie,mariage,0.070633,maladie,0.017921,0,0
###révqîer###,répérer,réparer,0.002231,révéler,0.000368,0,0
###émoûïon###,émorton,émotion,0.671752,émotion,0.671752,0,1
###épozker###,époooer,éponger,0.031163,épouser,0.021793,0,0
###ennoûer###,ennoyer,ennuyer,0.067224,ennuyer,0.067224,0,0
###quajhté###,quaquté,qualité,0.149260,qualité,0.149260,0,0
###matôlre###,matllre,matière,0.013823,matière,0.013823,0,0
###uniqfrs###,qnuusrs,excuser,0.000604,univers,0.000124,0,0
###dégvxer###,dévgéer,dévouer,0.032919,dégager,0.000741,0,0
###vitqjse###,vitésue,village,0.015183,vitesse,0.010881,0,0
###étamfir###,étatdir,établir,0.015200,établir,0.015200,0,0
###envébir###,envébir,envahir,0.057186,envahir,0.057186,0,0
###fighper###,fighger,ficeler,0.018140,figurer,0.007145,0,0
###surézce###,suréuce,surface,0.105440,surface,0.105440,0,0
###fouêsir###,foussir,fournir,0.072844,fournir,0.072844,0,0
###cosgxme###,coôgrme,costume,0.022923,costume,0.022923,0,0
###colarne###,colorne,colonne,0.129115,colline,0.002139,0,0
###essmêer###,emseêer,essayer,0.009805,essuyer,0.006696,0,0
###hôpxüal###,hôplbll,haillon,0.049863,hôpital,0.047009,0,0
###saumâge###,saumage,sauvage,0.277012,sauvage,0.277012,0,0
###lecgîre###,leôcire,lecture,0.007740,lecture,0.007740,0,0
###mérküer###,mmrfrer,morfler,0.503600,mériter,0.014834,0,0
###pladiau###,pladiau,plateau,0.093186,plateau,0.093186,0,0
###poigîon###,poigoon,poisson,0.242796,poisson,0.242796,1,0
###cadênre###,cadêrre,cadavre,0.106343,cadavre,0.106343,0,0
###milkzon###,miloion,million,0.106501,million,0.106501,0,0
###couègau###,cougaau,couteau,0.460644,couteau,0.460644,0,0
###craûôte###,craûate,crainte,0.075500,crainte,0.075500,0,0
###menkser###,menfser,mendier,0.023753,menacer,0.015138,0,0
###proüier###,profier,premier,0.006765,prouver,0.005834,0,0
###défîise###,déffise,défense,0.497121,défense,0.497121,0,0
###bizyêre###,byzyyre,bizarre,0.063659,bizarre,0.063659,0,0
###visuôer###,visiuer,visiter,0.100624,visiter,0.100624,0,0
###boneèur###,bonneur,bonheur,0.187351,bonjour,0.004658,0,0
###réschve###,réncrve,réserve,0.771008,réserve,0.771008,0,1
###foràûne###,forfene,fortune,0.267824,fortune,0.267824,0,0
###vioksnt###,vioisnt,violent,0.422901,violent,0.422901,0,0
###ouvqwer###,ouoqver,oublier,0.004471,ouvrier,0.002370,0,0
###grivôer###,grivler,gravier,0.047447,grimper,0.004169,0,0
###suielnt###,suiuent,suivant,0.023487,suivant,0.023487,0,0
###gueçîer###,gueeher,guetter,0.160646,guetter,0.160646,1,0
###mysoore###,mosoore,musette,0.001966,mystère,0.000716,0,0
###abanmre###,amanure,amasser,0.020415,abattre,0.004722,1,0
###dompïer###,dompier,dompter,0.562177,dominer,0.016305,0,0
###rédfîre###,rénfrre,réduire,0.014877,réduire,0.014877,0,0
###artwble###,artâble,article,0.035146,article,0.035146,0,0
###plaïênd###,plannnd,platane,0.077913,plafond,0.032246,0,0
###frolber###,frorber,frotter,0.052171,frotter,0.052171,1,0
###colïdne###,colidne,colonne,0.146925,colonne,0.146925,0,0
###adrvhse###,adravse,adresse,0.042371,adresse,0.042371,0,0
###dosâher###,dossher,dossier,0.012159,dossier,0.012159,0,0
###libyner###,litbner,lorgner,0.013038,libérer,0.010800,0,0
###misélon###,miselon,mission,0.292891,mission,0.292891,0,0
###rejâier###,rejâier,rentier,0.042935,rejeter,0.003114,0,0
###souzêil###,soullio,souhait,0.010746,sourcil,0.007207,0,0
###gonzmer###,gonober,gonfler,0.117476,gonfler,0.117476,0,0
###juidàet###,juiduet,juillet,0.410510,juillet,0.410510,1,0
###mesâzer###,mezseer,mousser,0.019313,mesurer,0.001704,0,0
###colvâel###,coûvell,convier,0.034657,colonel,0.000804,0,0
###sysàlme###,syshlme,système,0.125073,système,0.125073,0,0
###oriüfne###,orifine,origine,0.118830,origine,0.118830,0,0
###graâxir###,gragxir,grandir,0.161209,grandir,0.161209,0,0
###chaküon###,chaûton,chanson,0.024141,chanson,0.024141,0,0
###inqfïet###,innfiet,inquiet,0.092251,inquiet,0.092251,0,0
###celmrle###,celblle,cellule,0.017197,cellule,0.017197,0,0
###épronve###,éprorve,pérorer,0.002295,épreuve,0.000304,0,0
###jusrüce###,jurrice,justice,0.065966,justice,0.065966,0,0
###domôzne###,dommône,domaine,0.154601,domaine,0.154601,0,0
###vicfrme###,vicorme,vacarme,0.123502,victime,0.082568,0,0
###poilsée###,poiseée,poignée,0.259757,poignée,0.259757,0,0
###oppdyer###,opppyer,opposer,0.054150,opposer,0.054150,0,0
###artôpte###,arpppte,artiste,0.288068,artiste,0.288068,0,0
###étehpel###,éteéeel,éternel,0.080496,éternel,0.080496,0,0
###cralwer###,craluer,cracher,0.017484,cracher,0.017484,0,0
###armgjre###,armgare,armoire,0.020997,armoire,0.020997,0,0
###extqïme###,exétqme,extrême,0.061737,extrême,0.061737,0,0
###fraôâle###,fralôle,fragile,0.139716,fragile,0.139716,0,0
###ateoher###,atheher,atteler,0.006737,atelier,0.002233,0,0
###peiéàre###,peirire,peindre,0.025912,peintre,0.018588,0,0
###poryaer###,porayer,portier,0.034623,portier,0.034623,0,0
###enfjèer###,enfêèer,enfiler,0.002762,enfiler,0.002762,0,0
###dizjxne###,dizeine,dizaine,0.685503,dizaine,0.685503,0,1
###opiyfon###,opiffon,opinion,0.632153,opinion,0.632153,0,1
###furâhux###,furmeux,furieux,0.786472,furieux,0.786472,0,1
###exeiqer###,exeiter,exercer,0.035972,exercer,0.035972,0,0
###comçjet###,cométet,compter,0.068983,complet,0.053493,0,0
###chaléin###,chalcin,chaland,0.082734,chagrin,0.053490,0,0
###resnûct###,rescent,restant,0.212993,respect,0.038115,0,0
###rivïsre###,rivisre,réviser,0.101859,rivière,0.091865,0,0
###autâvne###,autévne,automne,0.064447,automne,0.064447,0,0
###faiuûir###,fairuir,faillir,0.049347,faillir,0.049347,1,0
###parïüit###,pariait,parfait,0.198825,parfait,0.198825,0,0
###blexper###,blereer,blinder,0.000959,blesser,0.000737,1,0
###jaiébir###,jaiéoir,noircir,0.003023,jaillir,0.001018,1,0
###poibçet###,boiceet,bouquet,0.011898,poignet,0.006109,0,0
###soipfer###,soipfer,soigner,0.230028,soigner,0.230028,0,0
###meslqge###,meslage,message,0.331119,message,0.331119,0,0
###coiûêer###,coiûter,coiffer,0.009966,coiffer,0.009966,1,0
###miléoer###,miléoer,millier,0.137529,millier,0.137529,0,0
###mirkple###,mirmple,mirette,0.064965,miracle,0.014427,0,0
###pérfmde###,pérfôde,perfide,0.347476,période,0.085191,0,0
###carâûau###,carreau,carreau,0.150464,carreau,0.150464,0,0
###veiuzer###,veiieer,veiller,0.031822,veiller,0.031822,1,0
###plafïhe###,plafahe,platane,0.176367,planche,0.003658,0,0
###baijqer###,baicier,baisser,0.157036,baigner,0.070649,0,0
###refgêre###,reprare,meurtre,0.010069,refaire,0.002371,0,0
###sectwrs###,secssrs,secours,0.136948,secours,0.136948,0,0
###rigîôur###,rigguur,tiédeur,0.004379,rigueur,0.003601,0,0
###décâère###,dééèère,déduire,0.016396,décrire,0.006288,0,0
###sifîoer###,siéooer,siffler,0.008328,siffler,0.008328,0,0
###demlode###,demlode,demande,0.013037,demande,0.013037,0,0
###accémer###,accémer,accéder,0.105118,accuser,0.006105,0,0
###affcpux###,affueux,affreux,0.264019,affreux,0.264019,0,0
###empgéer###,empeyer,emparer,0.036289,emparer,0.036289,0,0
###heuèîer###,heucèrr,fougère,0.002025,heurter,0.000011,0,0
###caifhou###,caiihou,caisson,0.142751,caillou,0.024415,1,0
###avekzle###,aveelle,aveugle,0.165817,aveugle,0.165817,0,0
###gracver###,gracver,gratter,0.056583,gratter,0.056583,1,0
###poikûer###,poifeer,pouffer,0.018408,pointer,0.014047,0,0
###expgder###,expgter,exposer,0.077993,exposer,0.077993,0,0
###aveâgir###,aveigir,avertir,0.039247,avertir,0.039247,0,0
###dévcger###,dévéger,dévouer,0.052397,dévorer,0.027138,0,0
###drambau###,dramaau,drapeau,0.516280,drapeau,0.516280,0,1
###estêher###,ettêser,emmener,0.000818,estimer,0.000791,0,0
###taidver###,taidver,tailler,0.200612,tailler,0.200612,1,0
###drizcer###,driccer,drifter,0.053745,drifter,0.053745,0,0
###balôàer###,ballyer,baigner,0.017205,balayer,0.005976,0,0
###lantêge###,lantêge,partage,0.030456,langage,0.025798,0,0
###culïhte###,culèhte,culotte,0.062372,culotte,0.062372,0,0
###ouvâlge###,ouvulge,ouvrage,0.587469,ouvrage,0.587469,0,1
###cenumal###,cenumal,central,0.366441,central,0.366441,0,0
###craoçer###,craîder,craquer,0.067611,craquer,0.067611,0,0
###bouffet###,bouffet,bouffer,0.577175,bouquet,0.080330,0,0
###attflue###,attèlle,atteler,0.027079,attaque,0.003450,0,0
###délàqat###,délaqat,délicat,0.108986,délicat,0.108986,0,0
###senlger###,senller,sentier,0.040778,sentier,0.040778,0,0
###cabvwet###,cabeeet,cabinet,0.001084,cabinet,0.001084,0,0
###repljse###,replose,reprise,0.230480,reprise,0.230480,0,0
###brûpknt###,brûtent,brûlant,0.165973,brûlant,0.165973,0,0
###octdnre###,octtnne,octobre,0.016160,octobre,0.016160,0,0
###chajmne###,chaemne,chacune,0.093113,chacune,0.093113,0,0
###quezôes###,queeues,quelles,0.040485,quelles,0.040485,1,0
###fanizme###,fanfôme,fanfare,0.019751,fantôme,0.007937,0,0
###velwprs###,velpprs,velours,0.795489,velours,0.795489,0,1
###nerüdux###,neréeux,nerveux,0.309635,nerveux,0.309635,0,0
###itaoîen###,ivaonen,italien,0.006523,italien,0.006523,0,0
###souaaer###,souaaer,soulier,0.008289,soulier,0.008289,0,0
###bruçkue###,brusuue,brusque,0.061530,brusque,0.061530,0,0
###apadèer###,adapèer,adapter,0.021830,apaiser,0.000357,0,0
###moduçne###,mouuune,routine,0.008329,moderne,0.003741,0,0
###forïhle###,formele,formule,0.109280,formule,0.109280,0,0
###plaèjrd###,placdrd,placard,0.045568,placard,0.045568,0,0
###bagâûle###,baûgele,bascule,0.028569,bagnole,0.014503,0,0
###craçfte###,craîate,cravate,0.112687,cravate,0.112687,0,0
###matkzée###,mattôée,matinée,0.018050,matinée,0.018050,0,0
###mécîgnt###,mécégnt,méchant,0.012432,méchant,0.012432,0,0
###vitagne###,vitaane,dégaine,0.004593,vitrine,0.003013,0,0
###pubàêer###,pupeter,publier,0.041021,publier,0.041021,0,0
###rigauer###,rigauer,risquer,0.021282,rigoler,0.006941,0,0
###célîfre###,célîrre,culture,0.020422,célèbre,0.005527,0,0
###éviyçnt###,évutant,épatant,0.009477,évident,0.002444,0,0
###mouxxlé###,moulelé,mouillé,0.179960,mouillé,0.179960,0,0
###orgqçil###,orolill,oreille,0.038301,orgueil,0.034098,0,0
###aboêyer###,amooyer,amputer,0.012387,aborder,0.000988,0,0
###repcqer###,rencyer,renouer,0.040602,replier,0.000632,0,0
###chijgre###,chiggre,chiffre,0.067390,chiffre,0.067390,1,0
###épuaèer###,épuaèer,épuiser,0.123551,épuiser,0.123551,0,0
###bouàéer###,boudder,boucher,0.045423,bouffer,0.041196,1,0
###carhbse###,carbbbe,caresse,0.008214,caresse,0.008214,0,0
###disaôet###,disstet,dilater,0.025318,discret,0.023758,0,0
###fémèyin###,félinin,féminin,0.294645,féminin,0.294645,0,0
###digèpté###,digupté,dignité,0.194088,dignité,0.194088,0,0
###joiïfre###,joinfre,toiture,0.007048,joindre,0.003228,0,0
###défqjer###,déjqyer,démener,0.006159,défiler,0.000706,0,0
###pasêcnt###,pascant,passant,0.588871,passant,0.588871,0,1
###échiàge###,ééhigge,énergie,0.008366,échange,0.003271,0,0
###endkumi###,enduimi,endormi,0.536651,endormi,0.536651,0,1
###défbcre###,défâcre,défaire,0.179607,défaire,0.179607,0,0
###galnpie###,galipie,galerie,0.116967,galerie,0.116967,0,0
###trezker###,tretter,tresser,0.029505,tremper,0.002531,0,0
###garfüen###,garfçen,gardien,0.224491,gardien,0.224491,0,0
###liagton###,giaoton,liaison,0.088439,liaison,0.088439,0,0
###échqqle###,éccqqee,écaille,0.009882,échelle,0.001414,0,0
###modikte###,modiète,modeste,0.030887,modeste,0.030887,0,0
###fatqêué###,fattqué,fatigué,0.286627,fatigué,0.286627,0,0
###murwdre###,murrdre,murmure,0.074416,murmure,0.074416,0,0
###griôtce###,griccce,griotte,0.033570,grimace,0.025392,0,0
###grouéer###,grouéer,grouper,0.242474,grogner,0.010525,0,0
###temïàte###,temmète,tempête,0.218285,tempête,0.218285,0,0
###spéèzal###,sérgaal,séduire,0.046020,spécial,0.002151,0,0
###repâûer###,reppeer,replier,0.121265,repérer,0.117318,0,0
###sciélce###,sciclce,science,0.081203,science,0.081203,0,0
###mélroge###,mélloge,mélange,0.102032,mélange,0.102032,0,0
###absvîde###,abseade,absurde,0.010954,absurde,0.010954,0,0
###estçzac###,estaaac,estomac,0.061609,estomac,0.061609,0,0
###cerilau###,cerveau,cerveau,0.712364,cerveau,0.712364,0,1
