input,lower_deck_output,upper_deck_winner,winner_activation,target,target_activation,excluded,over_threshold
###anietku###,aneeiku,annettu,0.411465,annettu,0.411465,0,0
###annlaun###,annnaun,annetun,0.592339,annetun,0.592339,0,0
###aäyetut###,aseetut,asettua,0.046497,annetut,0.009606,0,0
###anoijna###,ajoijna,ajoissa,0.091235,anniina,0.000750,0,0
###apnimki###,annikki,annikki,0.166111,annikki,0.166111,0,0
###nnnosra###,nonosta,annosta,0.072839,annosta,0.072839,0,0
###ansrkka###,anrakka,annukka,0.365450,annukka,0.365450,0,0
###antdksi###,antaksi,indeksi,0.109597,antaisi,0.038410,0,0
###ubtamaa###,uutmaaa,kotimaa,0.011237,antamaa,0.004702,0,0
###andayan###,andaaan,antaman,0.014955,antaman,0.014955,0,0
###anäamit###,anaamit,antamat,0.126583,antamat,0.126583,0,0
###afeanut###,asannut,avannut,0.031830,antanut,0.000948,0,0
###antatit###,antattt,antavat,0.073776,antavat,0.073776,0,0
###anötnla###,anntlla,innolla,0.023262,anttila,0.003817,0,0
###atrraha###,arrraaa,apuraha,0.004225,apuraha,0.004225,0,0
###aylmpia###,allmpia,aiempia,0.096392,arimpia,0.087879,0,0
###aäjassa###,ajjassa,arjessa,0.146172,arjessa,0.146172,0,0
###tbjesta###,tejesta,testata,0.004108,arjesta,0.000362,0,0
###atkitin###,aatitin,aloitin,0.012194,arkisin,0.005871,0,0
###aikiäto###,aikkito,arkisto,0.080558,arkisto,0.080558,0,0
###öräeija###,rtkeäjä,rakensi,0.018032,armeija,0.001218,0,0
###örttumi###,tttuuki,artturi,0.124344,artturi,0.124344,0,0
###ajveläe###,alvelle,arvelee,0.188054,arvelee,0.188054,0,0
###agvomen###,avvmmen,avoimen,0.041658,arvojen,0.000189,0,0
###arvjias###,arjrjas,arvokas,0.118905,arvokas,0.118905,0,0
###arvvlba###,arvalla,arvolta,0.195797,arvolta,0.195797,0,0
###arvnkme###,arvamke,arvomme,0.023365,arvomme,0.023365,0,0
###aivösta###,aivasta,tilasta,0.011802,arvosta,0.001083,0,0
###aaeiken###,akaieen,aseiden,0.003946,aseiden,0.003946,0,0
###aeemavn###,asemavn,asemaan,0.080395,asemaan,0.080395,0,0
###asentäs###,asentus,asennus,0.310358,asennus,0.310358,0,0
###aöeltaa###,aleetaa,aluetta,0.013876,asentaa,0.000750,0,0
###aaetgaa###,aseteaa,asettaa,0.252850,asettaa,0.252850,0,0
###asstäua###,assttua,asettua,0.063563,asettua,0.063563,0,0
###hmettuu###,hetttuu,muuttuu,0.093909,asettuu,0.003402,0,0
###asjakrs###,asjakas,asiakas,0.036979,asiakas,0.036979,0,0
###rsialja###,rrialja,kroatia,0.006125,asialla,0.000024,0,0
###astahle###,astalle,asialle,0.319431,asialle,0.319431,0,0
###ajianoa###,ajianoa,asiansa,0.029350,asiansa,0.029350,0,0
###aviaysa###,aaiaasa,aulassa,0.015378,asiassa,0.002648,0,0
###aeiajta###,aiiajta,asiasta,0.006821,asiasta,0.006821,0,0
###hsioioa###,heioioa,heikkoa,0.042058,asioida,0.000202,0,0
###asiofpa###,asiopda,asioida,0.096831,asioita,0.070473,0,0
###östenta###,sttenuö,sininen,0.006692,astetta,0.000358,0,0
###avukaan###,aauvaan,taivaan,0.016320,asumaan,0.005435,0,0
###adunekt###,akundet,asuneet,0.058325,asuneet,0.058325,0,0
###lpunnon###,lupnnon,luonnon,0.365642,asunnon,0.005438,0,0
###aluneot###,aluneot,asunnot,0.134809,asunnot,0.134809,0,0
###aiugtoa###,aduutoa,asuntoa,0.063673,asuntoa,0.063673,0,0
###asubeen###,asueeen,asuneet,0.094229,asuvien,0.018662,0,0
###lterran###,leerran,seuraan,0.005885,aterian,0.000950,0,0
###ateteat###,ateteat,asettaa,0.045957,ateriat,0.005933,0,0
###auäasäa###,asuassa,aulassa,0.018764,aulassa,0.018764,0,0
###aulpkgi###,apupkii,hankkii,0.013983,aulikki,0.007869,0,0
###aesaton###,assoton,auraton,0.064494,auraton,0.064494,0,0
###byrinko###,ryränko,uskonto,0.022833,aurinko,0.013002,0,0
###autdmöe###,antadme,autamme,0.060851,autamme,0.060851,0,0
###äuhojen###,aähojen,tahojen,0.123297,autojen,0.005430,0,0
###augmlla###,auumlla,aloilla,0.023463,autolla,0.009345,0,0
###yutoksa###,yutokka,katolle,0.005935,autossa,0.002412,0,0
###uumosta###,uumosta,tulosta,0.065309,autosta,0.025154,0,0
###auuimen###,auuimen,auvinen,0.054375,auvinen,0.054375,0,0
###avöavgt###,avvavöt,avaavat,0.190110,avaavat,0.190110,0,0
###afaifet###,avaidut,avaimet,0.092001,avaimet,0.092001,0,0
###anannot###,anannot,asunnot,0.215544,avannut,0.114738,0,0
###avaeous###,avaeous,avarrus,0.082558,avarrus,0.082558,0,0
###avdlaan###,aaeaaan,taivaan,0.001546,avataan,0.000778,0,0
###aeantui###,avuntti,avautui,0.012715,avautui,0.012715,0,0
###ariutuu###,ariutuu,avautuu,0.060613,avautuu,0.060613,0,0
###avöoego###,asvoeko,avioero,0.047119,avioero,0.047119,0,0
###hvoiien###,hhoiien,huomion,0.005256,avoimen,0.001380,0,0
###avdiöet###,aatidtt,aseiden,0.015600,avoimet,0.000964,0,0
###auoimea###,auoimma,aloilla,0.003259,avoimia,0.002899,0,0
###avoiiöa###,avoiika,anniina,0.006231,avoinna,0.001597,0,0
###amoinsa###,amaissa,ajoissa,0.020895,avointa,0.000074,0,0
###avuöiaa###,akuuina,alueita,0.012018,avustaa,0.002642,0,0
###akurtus###,kauraus,kauneus,0.028568,avustus,0.024627,0,0
###baltvjn###,balvjjn,valvoja,0.014742,baltian,0.003209,0,0
###neldian###,neldian,nordean,0.012689,belgian,0.003089,0,0
###bjtonpn###,botanon,betonin,0.063941,betonin,0.063941,0,0
###bknusea###,konussa,bonusta,0.034730,bonusta,0.034730,0,0
###brsndkn###,sosännn,brändin,0.010123,brändin,0.010123,0,0
###noglari###,nonpari,notaari,0.266368,dollari,0.005022,0,0
###sdeunyt###,sysänyt,pysynyt,0.053351,edennyt,0.000571,0,0
###edeläfn###,edeläen,luennon,0.007045,edetään,0.002527,0,0
###ebislää###,eeäsäää,elämään,0.012462,edistää,0.007920,0,0
###pdupsta###,pudpsta,perusta,0.006787,eduista,0.000089,0,0
###jduhtaa###,juhttta,juontaa,0.003868,edustaa,0.000027,0,0
###kduskus###,kosskus,katsaus,0.026041,edustus,0.000743,0,0
###dhyptin###,hhyttin,tyystin,0.004343,egyptin,0.002846,0,0
###eajitty###,ehjitty,ehditty,0.157374,ehditty,0.157374,0,0
###ähddkas###,kädokas,kädellä,0.181806,ehdokas,0.014490,0,0
###egdolra###,erdolla,ehdolla,0.364980,ehdolla,0.364980,0,0
###ehkolre###,erkolle,eurolle,0.045445,ehdolle,0.044430,0,0
###bhgoton###,bohtoon,johtoon,0.103508,ehdoton,0.001903,0,0
###emiotti###,eriitti,ehdotti,0.051689,ehdotti,0.051689,0,0
###ehdftös###,ehdidas,ehdokas,0.314133,ehdotus,0.087653,0,0
###lhbäisy###,lyhäysy,hyväksy,0.045208,ehkäisy,0.004305,0,0
###emkinyt###,eekinyt,eläimet,0.010114,ehtinyt,0.004890,0,0
###ettävät###,ettävät,estävät,0.644361,ehtivät,0.019383,0,0
###ahtljen###,aatajen,autojen,0.011986,ehtojen,0.000108,0,0
###disöhän###,iidddän,viedään,0.107261,eiköhän,0.000755,0,0
###eöväthä###,ehtähää,eräässä,0.020880,eivätkä,0.005159,0,0
###yletäjn###,yletään,eletään,0.504298,eletään,0.504298,0,0
###ähiniän###,ääiniän,eliniän,0.066753,eliniän,0.066753,0,0
###dllystä###,kylsttä,sydäntä,0.010560,ellistä,0.000323,0,0
###eloknyo###,elkoomo,elokolo,0.076659,elokolo,0.076659,0,0
###elokhbn###,elköhen,eiköhän,0.026477,elokuun,0.004558,0,0
###öaokuva###,askkuva,elokuva,0.036207,elokuva,0.036207,0,0
###aläiaen###,alaaien,aluksen,0.051013,eläimen,0.004650,0,0
###elenmet###,elenmet,eläimet,0.155521,eläimet,0.155521,0,0
###eapimiä###,enmimiä,eläimiä,0.130441,eläimiä,0.130441,0,0
###raämäni###,räämani,romaani,0.130818,elämäni,0.107163,0,0
###mlvmään###,mälmään,myymään,0.168803,elämään,0.007472,0,0
###engmdän###,engnmän,enemmän,0.138359,enemmän,0.138359,0,0
###ehehpää###,ehhmpää,enempää,0.096690,enempää,0.096690,0,0
###eplrgia###,eelrgia,tulevia,0.065855,energia,0.005387,0,0
###knnpkoi###,konykii,kukaksi,0.020271,ennakoi,0.000977,0,0
###ennäota###,ennonta,ennalta,0.142515,ennalta,0.142515,0,0
###ennrnte###,ennente,ennuste,0.103305,ennuste,0.103305,0,0
###ejriapu###,erjiapu,ensiapu,0.527180,ensiapu,0.527180,0,0
###ensijgi###,ensijji,ensiksi,0.312465,ensiksi,0.312465,0,0
###eptinön###,egtinan,entinen,0.203911,entinen,0.203911,0,0
###äntiuen###,aätiten,vähiten,0.011825,entisen,0.007174,0,0
###entimlt###,entilat,entiset,0.237234,entiset,0.237234,0,0
###rntimiä###,retiiiä,entisiä,0.040811,entisiä,0.040811,0,0
###eetisrä###,eetisrä,entisiä,0.032189,entistä,0.025729,0,0
###epäidpe###,epppdpe,epäilee,0.035425,epäilee,0.035425,0,0
###epsildä###,epsillä,epäillä,0.238969,epäillä,0.238969,0,0
###erkkrsä###,erkksää,erkkilä,0.184855,erkkilä,0.184855,0,0
###edpavat###,eetavat,eroavat,0.049607,eroavat,0.049607,0,0
###erktmaa###,erkmmaa,erottaa,0.124006,erottaa,0.124006,0,0
###yruttuu###,yryttuu,erottuu,0.045793,erottuu,0.045793,0,0
###eääiben###,eiääeen,eläimen,0.021143,eräiden,0.005807,0,0
###eräbkdi###,eräoksi,eräiksi,0.782522,eräiksi,0.782522,0,0
###elmissä###,elmissä,ellistä,0.063521,eräissä,0.009603,0,0
###eräähgä###,ehhääää,ärhäkät,0.056297,eräässä,0.027714,0,0
###fsömies###,siesims,frendit,0.006043,esimies,0.000034,0,0
###esmnevt###,esenvät,estävät,0.297608,esineet,0.038316,0,0
###esigtöä###,esittää,esittää,0.206572,esittää,0.206572,0,0
###mspaaja###,mamaaja,ohjaaja,0.004363,espanja,0.000235,0,0
###ejteeuä###,ehtetää,estettä,0.077861,esteenä,0.023647,0,0
###essegtä###,esseätä,estettä,0.092382,esteitä,0.071492,0,0
###estdtkä###,estäkkä,vitikka,0.014872,estettä,0.006022,0,0
###estivht###,eshivyt,estävät,0.156697,estävät,0.156697,0,0
###etvläun###,etttään,etenkin,0.003333,etelään,0.002811,0,0
###etfnvin###,ettnkin,entisen,0.006139,etenkin,0.003557,0,0
###eosnmme###,ennomme,etsimme,0.034578,etsimme,0.034578,0,0
###jfsivät###,jisivit,jakavat,0.012863,etsivät,0.000621,0,0
###yttepkö###,yttekkö,yksikkö,0.117261,etteikö,0.065121,0,0
###efiemme###,etämmme,etsimme,0.025897,ettemme,0.011644,0,0
###kuunimi###,kuumimi,kuusamo,0.004734,etunimi,0.001677,0,0
###ogusija###,osusija,osuutta,0.022278,etusija,0.013056,0,0
###euöäjen###,esjujen,eurojen,0.072059,eurojen,0.072059,0,0
###surmlla###,surmlla,saralla,0.174467,eurolla,0.025045,0,0
###eurojre###,euroere,eurolle,0.206231,eurolle,0.206231,0,0
###lurodta###,luronta,eurosta,0.018174,eurosta,0.018174,0,0
###jveksti###,jesssii,tanssii,0.006072,eversti,0.000123,0,0
###fiölali###,iiaalli,finaali,0.463811,finaali,0.463811,0,0
###foornki###,foonoki,foorumi,0.018704,foorumi,0.018704,0,0
###sormlla###,sormlla,saralla,0.199650,formula,0.017567,0,0
###kgrssan###,karssan,korsuun,0.037920,forssan,0.000347,0,0
###hrebdit###,hreidit,trendit,0.053328,frendit,0.015383,0,0
###grggmaa###,grammaa,grammaa,0.932585,grammaa,0.932585,0,1
###haabdla###,haaadla,hattula,0.009406,haapala,0.004449,0,0
###haaätäa###,hhaataa,haastaa,0.106414,haastaa,0.106414,0,0
###haetmsn###,haemsen,haetaan,0.138487,haetaan,0.138487,0,0
###drittaa###,kdittaa,viittaa,0.013929,haittaa,0.004717,0,0
###rapanen###,rapanen,japanin,0.013244,hakanen,0.009703,0,0
###htkumus###,hukumus,hakemus,0.464344,hakemus,0.464344,0,0
###ffkenut###,foknnut,koonnut,0.007827,hakenut,0.001126,0,0
###haklvnt###,haknnat,hakenut,0.299117,hakevat,0.017969,0,0
###haiijfn###,hiimjen,hakijan,0.017056,hakijan,0.017056,0,0
###gaaijat###,atajjja,avaimet,0.004061,hakijat,0.000012,0,0
###haämaan###,haamaan,harmaan,0.357747,hallaan,0.009549,0,0
###hallfba###,halaala,hollola,0.029667,hallita,0.000404,0,0
###halsken###,halkken,halonen,0.082619,halonen,0.082619,0,0
###hbltbja###,heltaja,hattula,0.000384,haltija,0.000250,0,0
###hattjun###,hattjun,hattula,0.041863,haltuun,0.004402,0,0
###haäussn###,hauusen,halusin,0.138894,halusin,0.138894,0,0
###vatusta###,vatusta,halusta,0.006063,halusta,0.006063,0,0
###hagpttu###,hahtttu,haittaa,0.039059,haluttu,0.017745,0,0
###hamfntn###,hamunon,haminan,0.659786,haminan,0.659786,0,0
###hdmpeat###,hohpeat,huoneet,0.065918,hampaat,0.039278,0,0
###hakkula###,hakkula,hattula,0.053509,hankala,0.013764,0,0
###hanlkta###,hankkta,hankkia,0.070142,hankkia,0.070142,0,0
###haiktii###,haiktii,haittaa,0.067484,hankkii,0.022821,0,0
###hlnnlle###,honnlle,hannele,0.153184,hannele,0.153184,0,0
###hansila###,hanvila,hannula,0.017479,hannula,0.017479,0,0
###hadhilu###,hahhilu,hapuilu,0.098527,hapuilu,0.098527,0,0
###htrhita###,horhiti,harkita,0.288116,harkita,0.288116,0,0
###parmlan###,parplan,parhaan,0.138927,harmaan,0.000978,0,0
###hanppmi###,hanpmii,kappeli,0.082575,harppoi,0.029702,0,0
###nartmus###,narmsus,valmius,0.013890,hartaus,0.000875,0,0
###harvean###,harvean,hirveän,0.058631,harvoin,0.038589,0,0
###babtula###,balouda,katolla,0.015526,hattula,0.001467,0,0
###haunakn###,hannakn,hankala,0.045051,hauraan,0.005334,0,0
###hauidaa###,hauddaa,hauskaa,0.042018,hauskaa,0.042018,0,0
###hahikat###,hahikat,hakijat,0.043817,hauskat,0.043255,0,0
###raudala###,rauaala,rauhala,0.516796,hautala,0.014926,0,0
###isvaita###,isiaita,asiasta,0.029639,havaita,0.000288,0,0
###leiskoa###,leiskoa,leikkaa,0.126534,heikkoa,0.002922,0,0
###geakura###,erauura,elokuva,0.009232,heikura,0.001203,0,0
###hehnopa###,hehhaoa,huhtala,0.049154,heinola,0.000819,0,0
###hevytää###,hevytää,heittää,0.427722,heittää,0.427722,0,0
###jalpoin###,jalloin,jolloin,0.116492,helpoin,0.002045,0,0
###heipioa###,heipioa,helppoa,0.063411,helppoa,0.063411,0,0
###henthen###,henheen,henkeen,0.056430,henkeen,0.056430,0,0
###oenkplö###,onnollu,äänellä,0.023034,henkilö,0.000402,0,0
###horäoti###,horooti,korosti,0.262875,herätti,0.023953,0,0
###sevknen###,sevknen,hevonen,0.019996,hevonen,0.019996,0,0
###hemofen###,hemooen,hevosen,0.015488,hevosen,0.015488,0,0
###hevksmt###,hevmkät,hevoset,0.030920,hevoset,0.030920,0,0
###hiyesta###,hidesta,hänestä,0.079783,hidasta,0.030682,0,0
###himkpaa###,himppaa,hiekkaa,0.018567,hiekkaa,0.018567,0,0
###yienuja###,yieneja,hienoja,0.145538,hienoja,0.145538,0,0
###hiörfja###,hiöraja,hoitaja,0.025038,hieroja,0.011714,0,0
###hiepada###,hiedapa,hietala,0.195043,hietala,0.195043,0,0
###miehdon###,midddon,ehdoton,0.042118,hiihdon,0.034371,0,0
###rantaan###,rantaan,rantaan,0.942562,hintaan,0.000938,0,1
###himtöja###,himtöja,hintoja,0.026250,hintoja,0.026250,0,0
###hgsveän###,hehveän,selkeän,0.032677,hirveän,0.019418,0,0
###hiukugt###,hiuuuut,hiukset,0.076782,hiukset,0.076782,0,0
###hoirsja###,hoirsja,hoitava,0.030115,hoitaja,0.006509,0,0
###hojtaga###,hohtaja,huhtala,0.038567,hoitava,0.005520,0,0
###homtoaa###,homtoaa,hoitoja,0.012829,hoitoja,0.012829,0,0
###hoijron###,hoijjon,hoitoon,0.436398,hoitoon,0.436398,0,0
###yällola###,yllollä,talolla,0.012857,hollola,0.001259,0,0
###uoteldi###,uudelli,uudella,0.031189,hotelli,0.003599,0,0
###hmhtnla###,hyhtnla,huhtala,0.054266,huhtala,0.054266,0,0
###äunassa###,aänassa,uunissa,0.038147,hukassa,0.000404,0,0
###husknan###,huhunan,huomaan,0.021036,hukkaan,0.005160,0,0
###hknajba###,hanajja,sanasta,0.017325,hunajaa,0.006640,0,0
###huolhvn###,huhhhon,huhtala,0.030512,huollon,0.002053,0,0
###hpoelot###,holplot,huollot,0.191029,huollot,0.191029,0,0
###hpoötaa###,hooptaa,poistaa,0.017559,huoltaa,0.003492,0,0
###huöltäa###,huultta,huoltoa,0.224535,huoltoa,0.224535,0,0
###huimarn###,huimarn,huomaan,0.051144,huomaan,0.051144,0,0
###oeomasi###,osomasi,osoitti,0.078075,huomasi,0.003479,0,0
###iuompta###,idoopta,iloista,0.117858,huomata,0.004134,0,0
###huobili###,huomili,huomioi,0.107724,huomioi,0.107724,0,0
###äuogion###,uuooion,kuopion,0.007878,huomion,0.002911,0,0
###huojien###,huojjen,huoneen,0.043372,huoneen,0.043372,0,0
###muojeet###,muojeet,muotien,0.021230,huoneet,0.004001,0,0
###hromoja###,hoomoja,hoitoja,0.172418,huonoja,0.029306,0,0
###huoeomn###,huomoon,huonoon,0.048678,huonoon,0.048678,0,0
###vuotali###,vuotali,vuoteen,0.053485,huotari,0.011760,0,0
###kiumori###,kimmori,huumori,0.016970,huumori,0.016970,0,0
###hykutty###,hykätty,hylätty,0.214568,hylätty,0.214568,0,0
###byvönen###,yyvvnen,hyvönen,0.146430,hytönen,0.000070,0,0
###gysillä###,yssillä,yhdellä,0.035944,hyvillä,0.014418,0,0
###ojvissä###,ovvissä,hyvissä,0.151221,hyvissä,0.151221,0,0
###hyvgsvä###,hyvvvvä,hyvistä,0.090593,hyvistä,0.090593,0,0
###lyvpksi###,lypvkii,hyväksi,0.112381,hyväksi,0.112381,0,0
###tynäksy###,tynäyyy,syntyyn,0.054310,hyväksy,0.001959,0,0
###hypänle###,hypälle,hyvälle,0.236618,hyvälle,0.236618,0,0
###hiväloä###,hivälsä,hyvässä,0.020945,hyvällä,0.004849,0,0
###hybättä###,hytättä,hyvästä,0.030428,hyvältä,0.015220,0,0
###hjdänsä###,hydänsä,hyvänsä,0.021064,hyvänsä,0.021064,0,0
###hyvvtsä###,hyväsää,hyvillä,0.048444,hyvässä,0.006448,0,0
###hovdstä###,hodostä,hänestä,0.038777,hyvästä,0.037536,0,0
###gyvöeen###,yveveen,viereen,0.005839,hyvönen,0.000244,0,0
###tvötyjä###,työtyjä,hyötyjä,0.198547,hyötyjä,0.198547,0,0
###säiniöt###,säiniöt,säännöt,0.255517,häiriöt,0.017414,0,0
###yäselle###,yseelle,yhdelle,0.083134,hänelle,0.000901,0,0
###hunullä###,hunullä,hänellä,0.351771,hänellä,0.351771,0,0
###sänkltä###,sänkllä,mäntylä,0.003751,häneltä,0.000059,0,0
###hääevtä###,häheätä,hänestä,0.035137,hänestä,0.035137,0,0
###ölrmälä###,mökäälä,myymälä,0.010674,härmälä,0.000872,0,0
###möyoäsi###,möyoäsi,itseäsi,0.046818,höyläsi,0.023451,0,0
###ideayua###,iiehana,hietala,0.006072,ideasta,0.000562,0,0
###ddeogta###,eddddta,ideasta,0.115822,ideoita,0.003124,0,0
###iaatlla###,iiallla,ihailla,0.308237,ihailla,0.308237,0,0
###ihmöiaä###,ihmmpia,ihmisiä,0.059984,ihmeitä,0.015958,0,0
###lhmottä###,lomtttä,lyhyttä,0.086885,ihmettä,0.004165,0,0
###iemönen###,ikmenen,ihminen,0.064586,ihminen,0.064586,0,0
###ihiiken###,ihiiken,ihminen,0.036111,ihmisen,0.033313,0,0
###ivmisgt###,irmimit,ihmiset,0.140829,ihmiset,0.140829,0,0
###ihöiriä###,ihmihiä,ihmisiä,0.559979,ihmisiä,0.559979,0,0
###igmpstä###,iimästä,ihmistä,0.235184,ihmistä,0.235184,0,0
###imsaymi###,iismami,iisalmi,0.370266,iisalmi,0.370266,0,0
###dkuunan###,kuunnan,kauniin,0.065371,ikkunan,0.000076,0,0
###bkkunät###,kekuttt,kokivat,0.008048,ikkunat,0.002200,0,0
###iuuonen###,uuuonen,immonen,0.008667,ikuinen,0.000676,0,0
###ioämnen###,immonen,immonen,0.119302,ikäinen,0.000323,0,0
###iljajla###,ijjalta,illalla,0.012816,illalla,0.012816,0,0
###illatva###,illavva,illalla,0.186067,illassa,0.113970,0,0
###flrassa###,forsssa,forssan,0.223394,ilmassa,0.000037,0,0
###irbasto###,iriasto,ilmasto,0.086407,ilmasto,0.086407,0,0
###almlnee###,almenne,ilmenee,0.210703,ilmenee,0.210703,0,0
###ifmesäy###,iideäpy,ilmesty,0.005576,ilmesty,0.005576,0,0
###ifmeutä###,iimeätä,nimeltä,0.020102,ilmettä,0.008024,0,0
###iömrötä###,iiöäötä,ilmiötä,0.120319,ilmiötä,0.120319,0,0
###rlmfita###,rommita,lopulta,0.014884,ilmoita,0.000212,0,0
###ökoinen###,iöknnen,ykkönen,0.014702,iloinen,0.000081,0,0
###ilohson###,ilooson,iloisen,0.254047,iloisen,0.254047,0,0
###igoissa###,isooisa,isoissa,0.079169,iloisia,0.001067,0,0
###mloisfa###,momisaa,monista,0.013014,iloista,0.000021,0,0
###slojajn###,soojjjn,lukijan,0.022272,ilojaan,0.002072,0,0
###imatyvn###,iiataon,osaston,0.004955,imatran,0.004847,0,0
###imboden###,ihdoden,kanadan,0.016901,immonen,0.004248,0,0
###indhkni###,innakii,innokas,0.039558,indeksi,0.032423,0,0
###innuuas###,iinnsus,siunaus,0.015665,innokas,0.002868,0,0
###innmhla###,innilla,innolla,0.550600,innolla,0.550600,0,0
###ijlapti###,iijalti,iisalmi,0.022702,irlanti,0.007739,0,0
###isfdnti###,iididti,islanti,0.003088,islanti,0.003088,0,0
###iloussa###,iloossa,isoissa,0.079587,isoissa,0.079587,0,0
###isrkrtu###,iirurti,irlanti,0.019032,isokatu,0.000335,0,0
###isapmat###,isaamat,osaajat,0.061535,isommat,0.037730,0,0
###ibvmpia###,iiimpia,arimpia,0.037144,isompia,0.005908,0,0
###nsotölo###,sostolo,kohtalo,0.007012,isotalo,0.001109,0,0
###tstpnut###,tottnut,vastuut,0.017883,istunut,0.001083,0,0
###kstujat###,ketujat,katujen,0.188821,istuvat,0.002241,0,0
###tsänsän###,sänssän,tanssin,0.009230,isännän,0.000005,0,0
###italken###,itakten,itkonen,0.025071,italian,0.005202,0,0
###itkdben###,itkiden,itäisen,0.012006,itkonen,0.005207,0,0
###itöeiin###,iteeiin,itsekin,0.036754,itsekin,0.036754,0,0
###gtsslle###,stselle,sisälle,0.108234,itselle,0.071154,0,0
###ilsemhe###,ilmemee,ilmenee,0.064197,itsemme,0.008061,0,0
###gtsersä###,ttrerää,merellä,0.004729,itsensä,0.003554,0,0
###itfkstä###,iitistä,ihmistä,0.012531,itsestä,0.008209,0,0
