input,lower_deck_output,upper_deck_winner,winner_activation,target,target_activation,excluded,over_threshold
####laisser##,laisser,laisser,0.959365,laisser,0.959365,0,1
###laisser###,laisser,laisser,0.962039,laisser,0.962039,0,1
##laisser####,laisser,laisser,0.961248,laisser,0.961248,0,1
#laisser#####,laisser,laisser,0.961360,laisser,0.961360,0,1
laisser######,laisser,laisser,0.961221,laisser,0.961221,0,1
######arriver,arriver,arriver,0.947978,arriver,0.947978,0,1
#####arriver#,arriver,arriver,0.947807,arriver,0.947807,0,1
####arriver##,arriver,arriver,0.947127,arriver,0.947127,0,1
###arriver###,arriver,arriver,0.947235,arriver,0.947235,0,1
##arriver####,arriver,arriver,0.947824,arriver,0.947824,0,1
#arriver#####,arriver,arriver,0.947509,arriver,0.947509,0,1
arriver######,arriver,arriver,0.947492,arriver,0.947492,0,1
######premier,premier,premier,0.966434,premier,0.966434,0,1
#####premier#,premier,premier,0.967217,premier,0.967217,0,1
####premier##,premier,premier,0.966634,premier,0.966634,0,1
###premier###,premier,premier,0.966690,premier,0.966690,0,1
##premier####,premier,premier,0.964588,premier,0.964588,0,1
#premier#####,premier,premier,0.963787,premier,0.963787,0,1
premier######,premier,premier,0.963137,premier,0.963137,0,1
######sembler,sembler,sembler,0.966537,sembler,0.966537,0,1
#####sembler#,sembler,sembler,0.963834,sembler,0.963834,0,1
####sembler##,sembler,sembler,0.965787,sembler,0.965787,0,1
###sembler###,sembler,sembler,0.965183,sembler,0.965183,0,1
##sembler####,sembler,sembler,0.966788,sembler,0.966788,0,1
#sembler#####,sembler,sembler,0.966143,sembler,0.966143,0,1
sembler######,sembler,sembler,0.966359,sembler,0.966359,0,1
######quelque,quelque,quelque,0.979268,quelque,0.979268,0,1
#####quelque#,quelque,quelque,0.978895,quelque,0.978895,0,1
####quelque##,quelque,quelque,0.979372,quelque,0.979372,0,1
###quelque###,quelque,quelque,0.979617,quelque,0.979617,0,1
##quelque####,quelque,quelque,0.979996,quelque,0.979996,0,1
#quelque#####,quelque,quelque,0.979794,quelque,0.979794,0,1
quelque######,quelque,quelque,0.979846,quelque,0.979846,0,1
######devenir,devenir,devenir,0.961193,devenir,0.961193,0,1
#####devenir#,devenir,devenir,0.958296,devenir,0.958296,0,1
####devenir##,devenir,devenir,0.958245,devenir,0.958245,0,1
###devenir###,devenir,devenir,0.957009,devenir,0.957009,0,1
##devenir####,devenir,devenir,0.960288,devenir,0.960288,0,1
#devenir#####,devenir,devenir,0.962609,devenir,0.962609,0,1
devenir######,devenir,devenir,0.962547,devenir,0.962547,0,1
######revenir,revenir,revenir,0.943546,revenir,0.943546,0,1
#####revenir#,revenir,revenir,0.942368,revenir,0.942368,0,1
####revenir##,revenir,revenir,0.941901,revenir,0.941901,0,1
###revenir###,revenir,revenir,0.942133,revenir,0.942133,0,1
##revenir####,revenir,revenir,0.938558,revenir,0.938558,0,1
#revenir#####,revenir,revenir,0.942673,revenir,0.942673,0,1
revenir######,revenir,revenir,0.941453,revenir,0.941453,0,1
######presque,presque,presque,0.959648,presque,0.959648,0,1
#####presque#,presque,presque,0.960344,presque,0.960344,0,1
####presque##,presque,presque,0.959780,presque,0.959780,0,1
###presque###,presque,presque,0.960362,presque,0.960362,0,1
##presque####,presque,presque,0.960013,presque,0.960013,0,1
#presque#####,presque,presque,0.960260,presque,0.960260,0,1
presque######,presque,presque,0.959954,presque,0.959954,0,1
######appeler,appeler,appeler,0.971315,appeler,0.971315,0,1
#####appeler#,appeler,appeler,0.973178,appeler,0.973178,0,1
####appeler##,appeler,appeler,0.973682,appeler,0.973682,0,1
###appeler###,appeler,appeler,0.973896,appeler,0.973896,0,1
##appeler####,appeler,appeler,0.973899,appeler,0.973899,0,1
#appeler#####,appeler,appeler,0.973168,appeler,0.973168,0,1
appeler######,appeler,appeler,0.970864,appeler,0.970864,0,1
######arrêter,arrêter,arrêter,0.975816,arrêter,0.975816,0,1
#####arrêter#,arrêter,arrêter,0.975302,arrêter,0.975302,0,1
####arrêter##,arrêter,arrêter,0.973867,arrêter,0.973867,0,1
###arrêter###,arrêter,arrêter,0.973340,arrêter,0.973340,0,1
##arrêter####,arrêter,arrêter,0.975914,arrêter,0.975914,0,1
#arrêter#####,arrêter,arrêter,0.974912,arrêter,0.974912,0,1
arrêter######,arrêter,arrêter,0.973511,arrêter,0.973511,0,1
######pendant,pendant,pendant,0.961036,pendant,0.961036,0,1
#####pendant#,pendant,pendant,0.960899,pendant,0.960899,0,1
####pendant##,pendant,pendant,0.961328,pendant,0.961328,0,1
###pendant###,pendant,pendant,0.960088,pendant,0.960088,0,1
##pendant####,pendant,pendant,0.961396,pendant,0.961396,0,1
#pendant#####,pendant,pendant,0.959270,pendant,0.959270,0,1
pendant######,pendant,pendant,0.961378,pendant,0.961378,0,1
######chambre,chambre,chambre,0.971610,chambre,0.971610,0,1
#####chambre#,chambre,chambre,0.969287,chambre,0.969287,0,1
####chambre##,chambre,chambre,0.970224,chambre,0.970224,0,1
###chambre###,chambre,chambre,0.967764,chambre,0.967764,0,1
##chambre####,chambre,chambre,0.969616,chambre,0.969616,0,1
#chambre#####,chambre,chambre,0.969722,chambre,0.969722,0,1
chambre######,chambre,chambre,0.970421,chambre,0.970421,0,1
######dernier,dernier,dernier,0.967942,dernier,0.967942,0,1
#####dernier#,dernier,dernier,0.967671,dernier,0.967671,0,1
####dernier##,dernier,dernier,0.971834,dernier,0.971834,0,1
###dernier###,dernier,dernier,0.972164,dernier,0.972164,0,1
##dernier####,dernier,dernier,0.972261,dernier,0.972261,0,1
#dernier#####,dernier,dernier,0.969384,dernier,0.969384,0,1
dernier######,dernier,dernier,0.974511,dernier,0.974511,0,1
######asseoir,asseoir,asseoir,0.979036,asseoir,0.979036,0,1
#####asseoir#,asseoir,asseoir,0.981088,asseoir,0.981088,0,1
####asseoir##,asseoir,asseoir,0.976933,asseoir,0.976933,0,1
###asseoir###,asseoir,asseoir,0.980645,asseoir,0.980645,0,1
##asseoir####,asseoir,asseoir,0.978107,asseoir,0.978107,0,1
#asseoir#####,asseoir,asseoir,0.975201,asseoir,0.975201,0,1
asseoir######,asseoir,asseoir,0.980188,asseoir,0.980188,0,1
######tourner,tourner,tourner,0.948378,tourner,0.948378,0,1
#####tourner#,tourner,tourner,0.940106,tourner,0.940106,0,1
####tourner##,tourner,tourner,0.951013,tourner,0.951013,0,1
###tourner###,tourner,tourner,0.950881,tourner,0.950881,0,1
##tourner####,tourner,tourner,0.950238,tourner,0.950238,0,1
#tourner#####,tourner,tourner,0.950576,tourner,0.950576,0,1
tourner######,tourner,tourner,0.950522,tourner,0.950522,0,1
######instant,instant,instant,0.971932,instant,0.971932,0,1
#####instant#,instant,instant,0.972618,instant,0.972618,0,1
####instant##,instant,instant,0.971614,instant,0.971614,0,1
###instant###,instant,instant,0.972627,instant,0.972627,0,1
##instant####,instant,instant,0.972273,instant,0.972273,0,1
#instant#####,instant,instant,0.972948,instant,0.972948,0,1
instant######,instant,instant,0.972648,instant,0.972648,0,1
######marcher,marcher,marcher,0.967636,marcher,0.967636,0,1
#####marcher#,marcher,marcher,0.966336,marcher,0.966336,0,1
####marcher##,marcher,marcher,0.967580,marcher,0.967580,0,1
###marcher###,marcher,marcher,0.967800,marcher,0.967800,0,1
##marcher####,marcher,marcher,0.968346,marcher,0.968346,0,1
#marcher#####,marcher,marcher,0.966708,marcher,0.966708,0,1
marcher######,marcher,marcher,0.968118,marcher,0.968118,0,1
######silence,silence,silence,0.970937,silence,0.970937,0,1
#####silence#,silence,silence,0.970238,silence,0.970238,0,1
####silence##,silence,silence,0.969353,silence,0.969353,0,1
###silence###,silence,silence,0.972601,silence,0.972601,0,1
##silence####,silence,silence,0.973136,silence,0.973136,0,1
#silence#####,silence,silence,0.974138,silence,0.974138,0,1
silence######,silence,silence,0.969678,silence,0.969678,0,1
######quitter,quitter,quitter,0.978069,quitter,0.978069,0,1
#####quitter#,quitter,quitter,0.979379,quitter,0.979379,0,1
####quitter##,quitter,quitter,0.979363,quitter,0.979363,0,1
###quitter###,quitter,quitter,0.979399,quitter,0.979399,0,1
##quitter####,quitter,quitter,0.979562,quitter,0.979562,0,1
#quitter#####,quitter,quitter,0.979196,quitter,0.979196,0,1
quitter######,quitter,quitter,0.977827,quitter,0.977827,0,1
######écouter,écouter,écouter,0.945877,écouter,0.945877,0,1
#####écouter#,écouter,écouter,0.947064,écouter,0.947064,0,1
####écouter##,écouter,écouter,0.946332,écouter,0.946332,0,1
###écouter###,écouter,écouter,0.948494,écouter,0.948494,0,1
##écouter####,écouter,écouter,0.948136,écouter,0.948136,0,1
#écouter#####,écouter,écouter,0.948490,écouter,0.948490,0,1
écouter######,écouter,écouter,0.945398,écouter,0.945398,0,1
######essayer,essayer,essayer,0.966451,essayer,0.966451,0,1
#####essayer#,essayer,essayer,0.967243,essayer,0.967243,0,1
####essayer##,essayer,essayer,0.967097,essayer,0.967097,0,1
###essayer###,essayer,essayer,0.966461,essayer,0.966461,0,1
##essayer####,essayer,essayer,0.964052,essayer,0.964052,0,1
#essayer#####,essayer,essayer,0.966391,essayer,0.966391,0,1
essayer######,essayer,essayer,0.966503,essayer,0.966503,0,1
######nouveau,nouveau,nouveau,0.979665,nouveau,0.979665,0,1
#####nouveau#,nouveau,nouveau,0.978607,nouveau,0.978607,0,1
####nouveau##,nouveau,nouveau,0.977527,nouveau,0.977527,0,1
###nouveau###,nouveau,nouveau,0.977914,nouveau,0.977914,0,1
##nouveau####,nouveau,nouveau,0.979187,nouveau,0.979187,0,1
#nouveau#####,nouveau,nouveau,0.979550,nouveau,0.979550,0,1
nouveau######,nouveau,nouveau,0.978968,nouveau,0.978968,0,1
######surtout,surtout,surtout,0.975174,surtout,0.975174,0,1
#####surtout#,surtout,surtout,0.974669,surtout,0.974669,0,1
####surtout##,surtout,surtout,0.975122,surtout,0.975122,0,1
###surtout###,surtout,surtout,0.974795,surtout,0.974795,0,1
##surtout####,surtout,surtout,0.973448,surtout,0.973448,0,1
#surtout#####,surtout,surtout,0.975748,surtout,0.975748,0,1
surtout######,surtout,surtout,0.974907,surtout,0.974907,0,1
######pousser,pousser,pousser,0.916435,pousser,0.916435,0,1
#####pousser#,pousser,pousser,0.917037,pousser,0.917037,0,1
####pousser##,pousser,pousser,0.917117,pousser,0.917117,0,1
###pousser###,pousser,pousser,0.916111,pousser,0.916111,0,1
##pousser####,pousser,pousser,0.916548,pousser,0.916548,0,1
#pousser#####,pousser,pousser,0.917047,pousser,0.917047,0,1
pousser######,pousser,pousser,0.916805,pousser,0.916805,0,1
######parfois,parfois,parfois,0.975343,parfois,0.975343,0,1
#####parfois#,parfois,parfois,0.973597,parfois,0.973597,0,1
####parfois##,parfois,parfois,0.974485,parfois,0.974485,0,1
###parfois###,parfois,parfois,0.972982,parfois,0.972982,0,1
##parfois####,parfois,parfois,0.974050,parfois,0.974050,0,1
#parfois#####,parfois,parfois,0.973802,parfois,0.973802,0,1
parfois######,parfois,parfois,0.974824,parfois,0.974824,0,1
######oublier,oublier,oublier,0.958273,oublier,0.958273,0,1
#####oublier#,oublier,oublier,0.965442,oublier,0.965442,0,1
####oublier##,oublier,oublier,0.966942,oublier,0.966942,0,1
###oublier###,oublier,oublier,0.961540,oublier,0.961540,0,1
##oublier####,oublier,oublier,0.963769,oublier,0.963769,0,1
#oublier#####,oublier,oublier,0.964403,oublier,0.964403,0,1
oublier######,oublier,oublier,0.966410,oublier,0.966410,0,1
######souvent,souvent,souvent,0.957902,souvent,0.957902,0,1
#####souvent#,souvent,souvent,0.956185,souvent,0.956185,0,1
####souvent##,souvent,souvent,0.958300,souvent,0.958300,0,1
###souvent###,souvent,souvent,0.957406,souvent,0.957406,0,1
##souvent####,souvent,souvent,0.957432,souvent,0.957432,0,1
#souvent#####,souvent,souvent,0.954545,souvent,0.954545,0,1
souvent######,souvent,souvent,0.955559,souvent,0.955559,0,1
######voiture,voiture,voiture,0.965345,voiture,0.965345,0,1
#####voiture#,voiture,voiture,0.964328,voiture,0.964328,0,1
####voiture##,voiture,voiture,0.963881,voiture,0.963881,0,1
###voiture###,voiture,voiture,0.966258,voiture,0.966258,0,1
##voiture####,voiture,voiture,0.961997,voiture,0.961997,0,1
#voiture#####,voiture,voiture,0.964793,voiture,0.964793,0,1
voiture######,voiture,voiture,0.965553,voiture,0.965553,0,1
######fenêtre,fenêtre,fenêtre,0.982518,fenêtre,0.982518,0,1
#####fenêtre#,fenêtre,fenêtre,0.982553,fenêtre,0.982553,0,1
####fenêtre##,fenêtre,fenêtre,0.982050,fenêtre,0.982050,0,1
###fenêtre###,fenêtre,fenêtre,0.982251,fenêtre,0.982251,0,1
##fenêtre####,fenêtre,fenêtre,0.982480,fenêtre,0.982480,0,1
#fenêtre#####,fenêtre,fenêtre,0.982737,fenêtre,0.982737,0,1
fenêtre######,fenêtre,fenêtre,0.982158,fenêtre,0.982158,0,1
######rentrer,rentrer,rentrer,0.939666,rentrer,0.939666,0,1
#####rentrer#,rentrer,rentrer,0.939825,rentrer,0.939825,0,1
####rentrer##,rentrer,rentrer,0.938682,rentrer,0.938682,0,1
###rentrer###,rentrer,rentrer,0.930052,rentrer,0.930052,0,1
##rentrer####,rentrer,rentrer,0.938108,rentrer,0.938108,0,1
#rentrer#####,rentrer,rentrer,0.939646,rentrer,0.939646,0,1
rentrer######,rentrer,rentrer,0.939043,rentrer,0.939043,0,1
######montrer,montrer,montrer,0.951314,montrer,0.951314,0,1
#####montrer#,montrer,montrer,0.952769,montrer,0.952769,0,1
####montrer##,montrer,montrer,0.952350,montrer,0.952350,0,1
###montrer###,montrer,montrer,0.948601,montrer,0.948601,0,1
##montrer####,montrer,montrer,0.951540,montrer,0.951540,0,1
#montrer#####,montrer,montrer,0.952629,montrer,0.952629,0,1
montrer######,montrer,montrer,0.952562,montrer,0.952562,0,1
######famille,famille,famille,0.970342,famille,0.970342,0,1
#####famille#,famille,famille,0.970538,famille,0.970538,0,1
####famille##,famille,famille,0.969401,famille,0.969401,0,1
###famille###,famille,famille,0.970367,famille,0.970367,0,1
##famille####,famille,famille,0.970543,famille,0.970543,0,1
#famille#####,famille,famille,0.970526,famille,0.970526,0,1
famille######,famille,famille,0.970280,famille,0.970280,0,1
######lumière,lumière,lumière,0.977207,lumière,0.977207,0,1
#####lumière#,lumière,lumière,0.977304,lumière,0.977304,0,1
####lumière##,lumière,lumière,0.976568,lumière,0.976568,0,1
###lumière###,lumière,lumière,0.977342,lumière,0.977342,0,1
##lumière####,lumière,lumière,0.977654,lumière,0.977654,0,1
#lumière#####,lumière,lumière,0.977314,lumière,0.977314,0,1
lumière######,lumière,lumière,0.977065,lumière,0.977065,0,1
######travail,travail,travail,0.982206,travail,0.982206,0,1
#####travail#,travail,travail,0.980510,travail,0.980510,0,1
####travail##,travail,travail,0.981391,travail,0.981391,0,1
###travail###,travail,travail,0.982031,travail,0.982031,0,1
##travail####,travail,travail,0.981881,travail,0.981881,0,1
#travail#####,travail,travail,0.982845,travail,0.982845,0,1
travail######,travail,travail,0.981161,travail,0.981161,0,1
######sourire,sourire,sourire,0.950579,sourire,0.950579,0,1
#####sourire#,sourire,sourire,0.946988,sourire,0.946988,0,1
####sourire##,sourire,sourire,0.949772,sourire,0.949772,0,1
###sourire###,sourire,sourire,0.950449,sourire,0.950449,0,1
##sourire####,sourire,sourire,0.950597,sourire,0.950597,0,1
#sourire#####,sourire,sourire,0.951084,sourire,0.951084,0,1
sourire######,sourire,sourire,0.950651,sourire,0.950651,0,1
######affaire,affaire,affaire,0.967805,affaire,0.967805,0,1
#####affaire#,affaire,affaire,0.968032,affaire,0.968032,0,1
####affaire##,affaire,affaire,0.966801,affaire,0.966801,0,1
###affaire###,affaire,affaire,0.968053,affaire,0.968053,0,1
##affaire####,affaire,affaire,0.967078,affaire,0.967078,0,1
#affaire#####,affaire,affaire,0.966470,affaire,0.966470,0,1
affaire######,affaire,affaire,0.967358,affaire,0.967358,0,1
######travers,travers,travers,0.979104,travers,0.979104,0,1
#####travers#,travers,travers,0.978376,travers,0.978376,0,1
####travers##,travers,travers,0.979991,travers,0.979991,0,1
###travers###,travers,travers,0.979267,travers,0.979267,0,1
##travers####,travers,travers,0.979691,travers,0.979691,0,1
#travers#####,travers,travers,0.980278,travers,0.980278,0,1
travers######,travers,travers,0.979040,travers,0.979040,0,1
######changer,changer,changer,0.947212,changer,0.947212,0,1
#####changer#,changer,changer,0.947073,changer,0.947073,0,1
####changer##,changer,changer,0.946308,changer,0.946308,0,1
###changer###,changer,changer,0.947323,changer,0.947323,0,1
##changer####,changer,changer,0.947967,changer,0.947967,0,1
#changer#####,changer,changer,0.947915,changer,0.947915,0,1
changer######,changer,changer,0.947050,changer,0.947050,0,1
######comment,comment,comment,0.961608,comment,0.961608,0,1
#####comment#,comment,comment,0.961928,comment,0.961928,0,1
####comment##,comment,comment,0.961552,comment,0.961552,0,1
###comment###,comment,comment,0.961969,comment,0.961969,0,1
##comment####,comment,comment,0.957893,comment,0.957893,0,1
#comment#####,comment,comment,0.961138,comment,0.961138,0,1
comment######,comment,comment,0.961985,comment,0.961985,0,1
######général,général,général,0.982652,général,0.982652,0,1
#####général#,général,général,0.981177,général,0.981177,0,1
####général##,général,général,0.980836,général,0.980836,0,1
###général###,général,général,0.984024,général,0.984024,0,1
##général####,général,général,0.982185,général,0.982185,0,1
#général#####,général,général,0.982932,général,0.982932,0,1
général######,général,général,0.982266,général,0.982266,0,1
######plaisir,plaisir,plaisir,0.975349,plaisir,0.975349,0,1
#####plaisir#,plaisir,plaisir,0.976348,plaisir,0.976348,0,1
####plaisir##,plaisir,plaisir,0.975984,plaisir,0.975984,0,1
###plaisir###,plaisir,plaisir,0.976810,plaisir,0.976810,0,1
##plaisir####,plaisir,plaisir,0.977120,plaisir,0.977120,0,1
#plaisir#####,plaisir,plaisir,0.975963,plaisir,0.975963,0,1
plaisir######,plaisir,plaisir,0.976088,plaisir,0.976088,0,1
######glisser,glisser,glisser,0.963273,glisser,0.963273,0,1
#####glisser#,glisser,glisser,0.967561,glisser,0.967561,0,1
####glisser##,glisser,glisser,0.965917,glisser,0.965917,0,1
###glisser###,glisser,glisser,0.967255,glisser,0.967255,0,1
##glisser####,glisser,glisser,0.967308,glisser,0.967308,0,1
#glisser#####,glisser,glisser,0.967269,glisser,0.967269,0,1
glisser######,glisser,glisser,0.966805,glisser,0.966805,0,1
######ajouter,ajouter,ajouter,0.966582,ajouter,0.966582,0,1
#####ajouter#,ajouter,ajouter,0.971642,ajouter,0.971642,0,1
####ajouter##,ajouter,ajouter,0.973388,ajouter,0.973388,0,1
###ajouter###,ajouter,ajouter,0.972788,ajouter,0.972788,0,1
##ajouter####,ajouter,ajouter,0.970683,ajouter,0.970683,0,1
#ajouter#####,ajouter,ajouter,0.967010,ajouter,0.967010,0,1
ajouter######,ajouter,ajouter,0.968268,ajouter,0.968268,0,1
######occuper,occuper,occuper,0.982275,occuper,0.982275,0,1
#####occuper#,occuper,occuper,0.980645,occuper,0.980645,0,1
####occuper##,occuper,occuper,0.980066,occuper,0.980066,0,1
###occuper###,occuper,occuper,0.981643,occuper,0.981643,0,1
##occuper####,occuper,occuper,0.981744,occuper,0.981744,0,1
#occuper#####,occuper,occuper,0.981403,occuper,0.981403,0,1
occuper######,occuper,occuper,0.981903,occuper,0.981903,0,1
######décider,décider,décider,0.935881,décider,0.935881,0,1
#####décider#,décider,décider,0.936138,décider,0.936138,0,1
####décider##,décider,décider,0.934945,décider,0.934945,0,1
###décider###,décider,décider,0.924944,décider,0.924944,0,1
##décider####,décider,décider,0.932779,décider,0.932779,0,1
#décider#####,décider,décider,0.936574,décider,0.936574,0,1
décider######,décider,décider,0.936318,décider,0.936318,0,1
######soudain,soudain,soudain,0.971777,soudain,0.971777,0,1
#####soudain#,soudain,soudain,0.969446,soudain,0.969446,0,1
####soudain##,soudain,soudain,0.970841,soudain,0.970841,0,1
###soudain###,soudain,soudain,0.970929,soudain,0.970929,0,1
##soudain####,soudain,soudain,0.970529,soudain,0.970529,0,1
#soudain#####,soudain,soudain,0.970436,soudain,0.970436,0,1
soudain######,soudain,soudain,0.970915,soudain,0.970915,0,1
######lorsque,lorsque,lorsque,0.973880,lorsque,0.973880,0,1
#####lorsque#,lorsque,lorsque,0.973394,lorsque,0.973394,0,1
####lorsque##,lorsque,lorsque,0.973396,lorsque,0.973396,0,1
###lorsque###,lorsque,lorsque,0.975218,lorsque,0.975218,0,1
##lorsque####,lorsque,lorsque,0.973647,lorsque,0.973647,0,1
#lorsque#####,lorsque,lorsque,0.973589,lorsque,0.973589,0,1
lorsque######,lorsque,lorsque,0.974721,lorsque,0.974721,0,1
######compter,compter,compter,0.950529,compter,0.950529,0,1
#####compter#,compter,compter,0.950888,compter,0.950888,0,1
####compter##,compter,compter,0.951145,compter,0.951145,0,1
###compter###,compter,compter,0.951380,compter,0.951380,0,1
##compter####,compter,compter,0.949221,compter,0.949221,0,1
#compter#####,compter,compter,0.945146,compter,0.945146,0,1
compter######,compter,compter,0.949916,compter,0.949916,0,1
######mauvais,mauvais,mauvais,0.978877,mauvais,0.978877,0,1
#####mauvais#,mauvais,mauvais,0.978756,mauvais,0.978756,0,1
####mauvais##,mauvais,mauvais,0.977900,mauvais,0.977900,0,1
###mauvais###,mauvais,mauvais,0.979282,mauvais,0.979282,0,1
##mauvais####,mauvais,mauvais,0.979194,mauvais,0.979194,0,1
#mauvais#####,mauvais,mauvais,0.979423,mauvais,0.979423,0,1
mauvais######,mauvais,mauvais,0.979046,mauvais,0.979046,0,1
######répéter,répéter,répéter,0.958711,répéter,0.958711,0,1
#####répéter#,répéter,répéter,0.959560,répéter,0.959560,0,1
####répéter##,répéter,répéter,0.957132,répéter,0.957132,0,1
###répéter###,répéter,répéter,0.952488,répéter,0.952488,0,1
##répéter####,répéter,répéter,0.959291,répéter,0.959291,0,1
#répéter#####,répéter,répéter,0.957950,répéter,0.957950,0,1
répéter######,répéter,répéter,0.956945,répéter,0.956945,0,1
######couleur,couleur,couleur,0.932070,couleur,0.932070,0,1
#####couleur#,couleur,couleur,0.927948,couleur,0.927948,0,1
####couleur##,couleur,couleur,0.929851,couleur,0.929851,0,1
###couleur###,couleur,couleur,0.933069,couleur,0.933069,0,1
##couleur####,couleur,couleur,0.931918,couleur,0.931918,0,1
#couleur#####,couleur,couleur,0.930391,couleur,0.930391,0,1
couleur######,couleur,couleur,0.928352,couleur,0.928352,0,1
######journal,journal,journal,0.979524,journal,0.979524,0,1
#####journal#,journal,journal,0.979746,journal,0.979746,0,1
####journal##,journal,journal,0.979905,journal,0.979905,0,1
###journal###,journal,journal,0.979945,journal,0.979945,0,1
##journal####,journal,journal,0.979641,journal,0.979641,0,1
#journal#####,journal,journal,0.979558,journal,0.979558,0,1
journal######,journal,journal,0.979523,journal,0.979523,0,1
######manquer,manquer,manquer,0.948656,manquer,0.948656,0,1
#####manquer#,manquer,manquer,0.948462,manquer,0.948462,0,1
####manquer##,manquer,manquer,0.948567,manquer,0.948567,0,1
###manquer###,manquer,manquer,0.948186,manquer,0.948186,0,1
##manquer####,manquer,manquer,0.948364,manquer,0.948364,0,1
#manquer#####,manquer,manquer,0.948650,manquer,0.948650,0,1
manquer######,manquer,manquer,0.948219,manquer,0.948219,0,1
######semaine,semaine,semaine,0.976521,semaine,0.976521,0,1
#####semaine#,semaine,semaine,0.975265,semaine,0.975265,0,1
####semaine##,semaine,semaine,0.974379,semaine,0.974379,0,1
###semaine###,semaine,semaine,0.974040,semaine,0.974040,0,1
##semaine####,semaine,semaine,0.972945,semaine,0.972945,0,1
#semaine#####,semaine,semaine,0.972507,semaine,0.972507,0,1
semaine######,semaine,semaine,0.975230,semaine,0.975230,0,1
######coucher,coucher,coucher,0.928943,coucher,0.928943,0,1
#####coucher#,coucher,coucher,0.929736,coucher,0.929736,0,1
####coucher##,coucher,coucher,0.928465,coucher,0.928465,0,1
###coucher###,coucher,coucher,0.929778,coucher,0.929778,0,1
##coucher####,coucher,coucher,0.927925,coucher,0.927925,0,1
#coucher#####,coucher,coucher,0.929791,coucher,0.929791,0,1
coucher######,coucher,coucher,0.929707,coucher,0.929707,0,1
######avancer,avancer,avancer,0.964548,avancer,0.964548,0,1
#####avancer#,avancer,avancer,0.964126,avancer,0.964126,0,1
####avancer##,avancer,avancer,0.964313,avancer,0.964313,0,1
###avancer###,avancer,avancer,0.962949,avancer,0.962949,0,1
##avancer####,avancer,avancer,0.963934,avancer,0.963934,0,1
#avancer#####,avancer,avancer,0.964227,avancer,0.964227,0,1
avancer######,avancer,avancer,0.961801,avancer,0.961801,0,1
######oreille,oreille,oreille,0.963178,oreille,0.963178,0,1
#####oreille#,oreille,oreille,0.963728,oreille,0.963728,0,1
####oreille##,oreille,oreille,0.964505,oreille,0.964505,0,1
###oreille###,oreille,oreille,0.963660,oreille,0.963660,0,1
##oreille####,oreille,oreille,0.962436,oreille,0.962436,0,1
#oreille#####,oreille,oreille,0.964407,oreille,0.964407,0,1
oreille######,oreille,oreille,0.962488,oreille,0.962488,0,1
######toucher,toucher,toucher,0.934257,toucher,0.934257,0,1
