input,lower_deck_output,upper_deck_winner,winner_activation,target,target_activation,excluded,over_threshold
###qxkrïçs###,qiassus,châssis,0.012759,,,0,0
###ksjybep###,syepppo,stopper,0.039392,,,0,0
###éapîêêi###,appeêii,appétit,0.010259,,,0,0
###ôowghvl###,gôôvgil,portail,0.009444,,,0,0
###omvlàoq###,omooooc,omettre,0.019922,,,0,0
###éyûdèôx###,éxxtèux,exécrer,0.015911,,,0,0
###tmépkôa###,tmémant,anémone,0.026356,,,0,0
###riûeîïï###,irrrimt,récrier,0.018386,,,0,0
###pçuümka###,piupaan,pillage,0.016186,,,0,0
###xécikvr###,écxréer,écarter,0.014679,,,0,0
###âmhoâsm###,hâbhems,bonheur,0.016142,,,0,0
###éonrâjî###,écérort,météore,0.016384,,,0,0
###üoïhrha###,hrhahpt,exhaler,0.010518,,,0,0
###iwüàjïa###,iintaat,bivouac,0.001185,,,0,0
###wlàôsiq###,leilqas,quelles,0.006940,,,0,0
###engâtju###,enguuat,engager,0.007134,,,0,0
###gozpkêh###,dêohhdo,trophée,0.073255,,,0,0
###cgràâïé###,chrcigé,cerceau,0.046003,,,0,0
###gsxâzyk###,gxggwux,gigoter,0.211537,,,0,0
###jtgéajb###,jéjebao,charbon,0.004118,,,0,0
###üçcqels###,cecllls,cercler,0.055114,,,0,0
###zkxhüqh###,zrahhux,crapaud,0.019330,,,0,0
###wîuqüôw###,qluqqus,planque,0.177149,,,0,0
###vjûpijo###,jijeioo,voilier,0.046637,,,0,0
###àyàügâq###,lyglyèn,engluer,0.037979,,,0,0
###zdtznyh###,dinghuo,zingaro,0.841270,,,0,0
###rimèukü###,rimueum,rigueur,0.058997,,,0,0
###bnkufkg###,bénufir,bonheur,0.006516,,,0,0
###ûûoomwî###,oroûçon,croûton,0.431404,,,0,0
###üçpçpés###,pappsss,paresse,0.023869,,,0,0
###môzadui###,mauaiam,maudire,0.015367,,,0,0
###imzknsh###,imohmng,imputer,0.012352,,,0,0
###twéqufi###,ttétifi,tréteau,0.061296,,,0,0
###vdàèîâè###,vynèèro,visière,0.127375,,,0,0
###uiûjscy###,unuleus,unisson,0.058701,,,0,0
###ezyâgkp###,zieetir,zyeuter,0.009674,,,0,0
###bqrlgje###,blllgie,saillie,0.006281,,,0,0
###isbmfêf###,bmiffdf,drifter,0.029719,,,0,0
###oàkrârx###,omorrer,orateur,0.022010,,,0,0
###hhdjxsk###,hôchius,douille,0.011765,,,0,0
###èéjhxqc###,ééuècux,vacance,0.007727,,,0,0
###vkruèké###,vueuevé,volupté,0.019007,,,0,0
###zgsabqe###,gyaerue,gazelle,0.015541,,,0,0
###èlmfoib###,fémèbon,février,0.051934,,,0,0
###kbçfüüx###,buûleox,brumeux,0.007005,,,0,0
###cmjhaeü###,chmeste,combine,0.002567,,,0,0
###abzuxhx###,axxhhux,anxieux,0.062388,,,0,0
###kàbgpâa###,blppaad,élevage,0.005605,,,0,0
###dqvuôjf###,dueufus,dresser,0.077293,,,0,0
###lâmmnry###,llôryyr,élargir,0.017887,,,0,0
###sdypzüç###,dypppen,déraper,0.044083,,,0,0
###wyïêziw###,lyqiemx,égoïsme,0.007799,,,0,0
###qèlrkkz###,qroller,exalter,0.000718,,,0,0
###hîsveôç###,hhôvsse,hôtesse,0.022919,,,0,0
###vjèhyfu###,hyuueou,caillou,0.002363,,,0,0
###fêâçjxf###,fââffix,griffer,0.077556,,,0,0
###àtûsxes###,hôesesx,affreux,0.006274,,,0,0
###ïïkcâàc###,cccceck,précoce,0.039889,,,0,0
###enquwün###,enennnn,enquête,0.008325,,,0,0
###kcqguôt###,qlquiet,inquiet,0.051896,,,0,0
###ékcvakî###,épévaal,élevage,0.016327,,,0,0
###qôtlézr###,qlôlrer,altérer,0.009691,,,0,0
###fémptuü###,fémutuf,février,0.027614,,,0,0
###ûqûgâmx###,glgleux,coûteux,0.016409,,,0,0
###zifhohz###,fimhhho,piocher,0.053045,,,0,0
###üqopjao###,qopnioo,complot,0.002255,,,0,0
###qïkaizà###,fiaqieo,miauler,0.011789,,,0,0
###wâhuçûç###,tâupeox,fâcheux,0.013762,,,0,0
###rfteêhr###,reêêhir,revêtir,0.060746,,,0,0
###osysîwt###,ooosiat,odorant,0.013701,,,0,0
###dtêbirj###,dibêiio,dévêtir,0.011516,,,0,0
###âcdlsçj###,clécels,clément,0.020055,,,0,0
###jzbdçêé###,dajjêdé,joindre,0.012292,,,0,0
###uifâdhx###,fuuieux,douteux,0.022466,,,0,0
###àyzjîêi###,zépêêio,jaillir,0.017937,,,0,0
###bhgêvqq###,bêgqqur,branque,0.140477,,,0,0
###hmhslbu###,hubbbou,huileux,0.031084,,,0,0
###âuôdjêè###,dupêêis,baptême,0.046580,,,0,0
###tkbbxüî###,brttbné,battant,0.029666,,,0,0
###qsqçsfê###,qlssêos,quelles,0.041430,,,0,0
###ûtêlàzà###,dôvêlle,dévaler,0.191937,,,0,0
###hêmïceu###,humeuue,hameçon,0.072710,,,0,0
###rîzêqôx###,rinpêux,rongeur,0.030437,,,0,0
###êomrqîâ###,zmmêooo,hameçon,0.002525,,,0,0
###péâxnfj###,plnffnx,plisser,0.031822,,,0,0
###âêkcûzr###,zmûrrur,amarrer,0.002471,,,0,0
###swyîbsv###,synsbas,siennes,0.038394,,,0,0
###ûûhavdc###,bvvlhhu,dépêche,0.001389,,,0,0
###cêqwçep###,cleeppe,calepin,0.032556,,,0,0
###èqoneéç###,ogsenge,offense,0.001667,,,0,0
###focèleé###,focoléé,fouille,0.059999,,,0,0
###rèxfblt###,ronfllt,renfort,0.008502,,,0,0
###ynêxôgm###,dnglêmm,engluer,0.046502,,,0,0
###mbûtpoè###,mmotton,mention,0.116682,,,0,0
###kêbïwzî###,blajeck,blanche,0.214183,,,0,0
###kyzèfrè###,zynyèèo,zyeuter,0.424944,,,0,0
###rüwjêèr###,rênêêir,revêtir,0.024516,,,0,0
###vuèüdqî###,vuaèqus,vigueur,0.008909,,,0,0
###szaîüïq###,syasqus,flasque,0.052513,,,0,0
###hààâfhr###,hhâhhir,choisir,0.021158,,,0,0
###shfiâbï###,shibfau,shooter,0.221525,,,0,0
###xxoqkèü###,oxxaeex,exhaler,0.086654,,,0,0
###îjàçétl###,jléllté,jaillir,0.022291,,,0,0
###orasàûr###,ororrrr,oranger,0.006842,,,0,0
###çbmüafï###,bmfraau,berceau,0.008723,,,0,0
###kwvbtuî###,vluttdu,blottir,0.050745,,,0,0
###wuçnaqü###,quaaqan,crachat,0.002499,,,0,0
###nôêphàé###,hénphhé,dauphin,0.016502,,,0,0
###iàqwqâm###,iimuqui,mimique,0.517057,,,0,0
###dpygaly###,drylyyo,douleur,0.273244,,,0,0
###çvddçkç###,dddpand,coupant,0.048669,,,0,0
###omâbouê###,ommoêoc,immonde,0.010373,,,0,0
###lxèyzhw###,lauhhyé,trophée,0.024252,,,0,0
###hsûapqm###,hhahbué,bonheur,0.005496,,,0,0
###zqôssdô###,zinsaud,dessous,0.005287,,,0,0
###dhqléod###,dholoid,droguer,0.091970,,,0,0
###oyèôkçf###,oyotèyf,odorant,0.015267,,,0,0
###àtfsîxt###,tiûsett,présent,0.006641,,,0,0
###îâxizor###,zxiiror,maigrir,0.004274,,,0,0
###îdxkfqî###,dcxfndr,drifter,0.007762,,,0,0
###éîpzâfb###,écmebrk,aimable,0.009380,,,0,0
###glkfüîd###,gléfond,goéland,0.135985,,,0,0
###ççwfwüç###,fiapçtn,adapter,0.018331,,,0,0
###âoûôàfo###,hôtooyc,affront,0.005251,,,0,0
###çsûmhtâ###,zhbhtot,souhait,0.021148,,,0,0
###fwsîüïf###,fléffmf,flotter,0.051316,,,0,0
###fkiêbêy###,bitêyôo,buvette,0.011764,,,0,0
###àaçbxrz###,araûbux,abattre,0.002672,,,0,0
###igrotmj###,ggootti,griotte,0.018478,,,0,0
###ûjxûèzi###,cxûûemx,coûteux,0.200944,,,0,0
###yloüsct###,omocsat,brocart,0.010125,,,0,0
###fïhaékw###,ffaaôhé,falaise,0.022267,,,0,0
###îêitxrr###,irirrêr,flirter,0.009198,,,0,0
###qîüshài###,qhosiii,choquer,0.237890,,,0,0
###isàczer###,iiscber,risquer,0.002370,,,0,0
###bnmjkîj###,blmjnmé,bonjour,0.071752,,,0,0
###iààçfià###,iiillié,idiotie,0.012820,,,0,0
###hiqèwlj###,hiililé,cellule,0.028993,,,0,0
###çldivaf###,deifaaf,profane,0.006551,,,0,0
###çnûûüîw###,nlûûbnn,coûteux,0.014288,,,0,0
###fczçkwü###,flfûfyn,affûter,0.083563,,,0,0
###zïïymvp###,gyapavt,frapper,0.111650,,,0,0
###ârçsdhé###,rauhhdé,rythmer,0.005450,,,0,0
###oîtïwâà###,olooêtt,égoïste,0.026085,,,0,0
###uêayvoô###,uuvvoau,mouvoir,0.015876,,,0,0
###dgïuyfà###,dàguumé,déduire,0.013760,,,0,0
###ïdoqïbè###,qooèbos,confins,0.006329,,,0,0
###êôfoüàd###,défroyd,microbe,0.001185,,,0,0
###fqpcèiè###,fèéèèii,filière,0.023389,,,0,0
###povmaük###,poovaad,pillage,0.004286,,,0,0
###àâqrhil###,qâbrioi,meurtri,0.013327,,,0,0
###wlncaâf###,clifaaf,blafard,0.012727,,,0,0
###üîlbççw###,blabblé,blanche,0.009804,,,0,0
###hyedînü###,hyyeynn,hameçon,0.017432,,,0,0
###jefüuoü###,jecoooi,notoire,0.001926,,,0,0
###eyîyrre###,eyyyyre,enduire,0.007209,,,0,0
###ycûyfeâ###,cyyyyye,cyclone,0.014136,,,0,0
###afgûûél###,affgflé,aligner,0.011856,,,0,0
###ïüwqqqz###,qlaqqus,planque,0.255120,,,0,0
###çfçobbb###,fcbbbbn,bourbon,0.082102,,,0,0
###qèôîaïï###,qxalwan,exalter,0.063505,,,0,0
###ûmjêfêp###,bmpêêit,baptême,0.026269,,,0,0
###süvébde###,sévedde,sordide,0.011755,,,0,0
###êûàcçux###,cêûleux,coûteux,0.435068,,,0,0
###âswpdxg###,zââpegx,orageux,0.019818,,,0,0
###ôuîgêêî###,tugêêis,revêtir,0.034469,,,0,0
###wmmlûao###,mmmmoon,météore,0.011070,,,0,0
###nyqfhéü###,hluhhdé,saccadé,0.002655,,,0,0
###aygvxêé###,angéégé,argenté,0.036774,,,0,0
###êûtjdus###,dépusms,dépêche,0.054064,,,0,0
###wâwrqdm###,riqmeui,pirogue,0.001796,,,0,0
###ôooitûh###,oxhûhht,trophée,0.011661,,,0,0
###ièéhôôm###,emslmmé,employé,0.010390,,,0,0
###êtgudâü###,zuutêrd,clôture,0.031832,,,0,0
###nuçnézç###,uannçon,caleçon,0.010925,,,0,0
###èvuôdkà###,délèuru,calèche,0.025479,,,0,0
###btrzeql###,byûbeer,bouffer,0.003755,,,0,0
###mvxjfel###,manfiee,mouflet,0.012887,,,0,0
###obvkèkd###,oboaddd,profond,0.036710,,,0,0
###yéçêîuw###,lmsjêmt,losange,0.002186,,,0,0
###üèümôjz###,dôpèsèé,dépassé,0.003090,,,0,0
###eîütgxê###,exgltôx,exalter,0.544682,,,0,0
###càsàitç###,ciâtitt,châtier,0.106819,,,0,0
###ühhyûsa###,hyâsaad,hausser,0.050571,,,0,0
###tdkddèï###,dttdidd,étudier,0.086133,,,0,0
###cceïûâs###,cheûscs,creuser,0.038502,,,0,0
###nzmçqnû###,finnznn,sanguin,0.005923,,,0,0
###èêâdmqà###,dmphêmr,dépêche,0.256616,,,0,0
###üeâoçxb###,oxhûeox,orageux,0.018684,,,0,0
###âânykèp###,lyppept,concept,0.162425,,,0,0
###ozsèpuê###,omxèêux,étendue,0.003460,,,0,0
###slgïsüc###,slcusis,châssis,0.020422,,,0,0
###gahûkal###,garûhal,glacial,0.020897,,,0,0
###rbàrïïx###,brûreux,coûteux,0.030258,,,0,0
###ebzgebu###,ebbeeuu,gobelet,0.010854,,,0,0
###âsgüâtô###,zâéâers,théière,0.036225,,,0,0
###üioêèçu###,ziquêut,piquant,0.228520,,,0,0
###reèvïçz###,hervers,pervers,0.198219,,,0,0
###jqsàûdà###,jysjrdo,jaillir,0.083635,,,0,0
###igjzyîx###,ziggymx,zingaro,0.008385,,,0,0
###wàéâvwg###,éévugal,ravager,0.073761,,,0,0
###ôyvonkô###,vôytyon,paysage,0.011115,,,0,0
###îwbjnêf###,blnfêok,blafard,0.028316,,,0,0
###âueïrûô###,hâûreux,épineux,0.004772,,,0,0
###ubôïèzy###,bôuyeèx,bruyère,0.117411,,,0,0
###êipààuw###,iippupo,coupure,0.029641,,,0,0
###kkabaêô###,blaabau,plateau,0.017556,,,0,0
###püwoxoh###,pléphon,portion,0.046219,,,0,0
###xiôamkw###,oxaliax,unanime,0.004570,,,0,0
###üvfcyàb###,fécbblé,accablé,0.094891,,,0,0
###ûqgêzôô###,zlqnêèx,clôture,0.009272,,,0,0
###zdcmkcy###,dicceco,douceur,0.081780,,,0,0
###fûéfzîô###,fléffnn,fleurer,0.047808,,,0,0
###èîécâwb###,ccacbru,placard,0.072482,,,0,0
###zxâvêaz###,divpaat,bivouac,0.037902,,,0,0
###zêôqüéô###,dieseux,dresser,0.029224,,,0,0
###bhjweüe###,bêbeêue,baleine,0.032151,,,0,0
###êsêmldû###,dmsllêt,emmêler,0.025642,,,0,0
###zêeéûog###,zégrggé,ouvrage,0.084391,,,0,0
###éfgîàiq###,éégliin,émilien,0.003877,,,0,0
###îfôüçdà###,blprdmd,chardon,0.028455,,,0,0
###pvqioàï###,pooviio,pouvoir,0.061488,,,0,0
###xghgàgï###,gxgrghg,gigoter,0.194076,,,0,0
###üfçvqjè###,flvèons,pivoter,0.013331,,,0,0
###pdvèvâz###,pêvvvio,pivoter,0.037777,,,0,0
###lwlwvpo###,llnpooo,lampion,0.048510,,,0,0
###ûûàxgûê###,exûlêmx,coûteux,0.180860,,,0,0
###ckütoqv###,clovhar,clavier,0.138579,,,0,0
###ôdtouoô###,dôttôuo,dactylo,0.019731,,,0,0
###ûûfêâom###,bâblêon,croûton,0.019837,,,0,0
###üïixïbn###,ccibenn,tribune,0.014085,,,0,0
###ôâycïôê###,eôplêyx,enclume,0.044707,,,0,0
###àfsâtûê###,tââlêrt,enquête,0.002665,,,0,0
###sèkwidé###,siédidé,sordide,0.017552,,,0,0
###cirhjàé###,circédé,circuit,0.195012,,,0,0
###bôüçslô###,blûssls,blinder,0.067532,,,0,0
###âupéwmu###,déppuuu,répandu,0.004330,,,0,0
###ïzxqêec###,ccccnce,décence,0.003956,,,0,0
###feéfsôi###,feessif,fresque,0.279100,,,0,0
###rmzàusk###,rrmpuus,rouleau,0.005296,,,0,0
###ûttàèvi###,trâviii,travail,0.018285,,,0,0
###sïéiêàc###,sésccié,associé,0.055816,,,0,0
###sêiôèqd###,sishaid,costaud,0.033705,,,0,0
###iâüîkjf###,imiroir,parfois,0.014545,,,0,0
###èûooêpê###,oêmêoio,opposer,0.012983,,,0,0
###eêèbbvv###,ebvvvic,envahir,0.051596,,,0,0
###jqjîèbd###,jyéboir,clébard,0.179954,,,0,0
###îüuihjp###,gimphti,dauphin,0.058905,,,0,0
###ïûaîçqu###,qraquun,traquer,0.069894,,,0,0
###skçlsyn###,syosçnn,sonnant,0.006513,,,0,0
###tïàèqôf###,tuntfus,tentant,0.264835,,,0,0
###hpivxqu###,hiiheux,heureux,0.059429,,,0,0
###frxgàjg###,frugggg,langage,0.027858,,,0,0
###hèkêadn###,hynnaid,harnais,0.023725,,,0,0
###îapmèrb###,amabrèo,amarrer,0.758366,,,0,0
###trzkdcû###,trochct,trophée,0.037006,,,0,0
###auryyiâ###,ayyyyan,appuyer,0.040025,,,0,0
###ilnçâua###,iiilaau,disparu,0.009319,,,0,0
###mxyébbe###,mybbbbe,morbide,0.077811,,,0,0
###qçéiîûï###,tloqpon,troquet,0.010394,,,0,0
###jtuvôàp###,jeuppcu,coupure,0.505338,,,0,0
###vktçôxà###,vôivôox,version,0.012620,,,0,0
###ôlrzràe###,lyzèrge,luzerne,0.010283,,,0,0
###çzeçusv###,zeussvu,missive,0.004817,,,0,0
###ôfâoôôa###,eôôagan,hôpital,0.007608,,,0,0
###fàâôbpp###,fôppppr,frapper,0.105436,,,0,0
###ècàazhy###,caaèyho,calèche,0.140522,,,0,0
###tîreesq###,theeqse,taverne,0.005241,,,0,0
###ûgmhûvk###,gugûeaf,affûter,0.014822,,,0,0
###îjapzkn###,zlapnnn,platine,0.002338,,,0,0
###ïêpwïcw###,pcacecé,concept,0.024574,,,0,0
###vhxïôaû###,vhavôay,vouloir,0.009055,,,0,0
###jôâqmfl###,jmmtler,branler,0.000981,,,0,0
###txdoezm###,dommeuy,dommage,0.046779,,,0,0
###dâwoçdz###,déddori,dresser,0.008825,,,0,0
###ûrvmêôh###,brêûhhx,prêcher,0.032265,,,0,0
###ôiünüôg###,inôrggg,chômage,0.019802,,,0,0
###hcrltle###,hhrâtle,corolle,0.016833,,,0,0
###âmûuqaf###,mmaraay,aborder,0.003997,,,0,0
###îedéüûo###,enéoodé,employé,0.002554,,,0,0
###ièûbêzy###,bibêèyx,emblème,0.001612,,,0,0
###àèêhzow###,huhêhoo,haillon,0.028932,,,0,0
###jqoyçèc###,jroccho,joncher,0.066395,,,0,0
###îfhqpbj###,brobhpd,trophée,0.003045,,,0,0
###eiçbïfâ###,eeeeibé,rebelle,0.030528,,,0,0
###eîbqxdw###,exiendx,exister,0.014791,,,0,0
###êlêmpôd###,dêpêêdd,douleur,0.033205,,,0,0
###dèséjwï###,ddscoié,destiné,0.011120,,,0,0
###pvrjgbw###,plêgrèg,publier,0.008933,,,0,0
###âêéüqmf###,émérêii,émerger,0.007483,,,0,0
###èaônlmé###,anxlômé,anglais,0.015297,,,0,0
###rïjéüîe###,réreome,caresse,0.002768,,,0,0
###uhzâbqr###,béurbur,rougeur,0.005109,,,0,0
###èèvtrft###,ffrtrrt,contrat,0.040284,,,0,0
###ôgûïzjb###,zmôlauo,geôlier,0.006749,,,0,0
###gîjmzié###,duépiié,durable,0.033373,,,0,0
###rtôysés###,rôptysé,côtoyer,0.019767,,,0,0
###nfpvâêb###,névebru,nouille,0.026811,,,0,0
###éméôkïp###,émorppt,pourpre,0.009287,,,0,0
###gvqçàxô###,glgvièx,glisser,0.054824,,,0,0
###fnêaàag###,févaagg,fromage,0.020708,,,0,0
###inèûgpf###,iroppmf,quoique,0.005760,,,0,0
###fjuwêêo###,fuuoooi,gaulois,0.013331,,,0,0
###sêjajêu###,jjjeuuu,déjouer,0.417499,,,0,0
###ôâsiqaz###,qôprqax,quelque,0.002643,,,0,0
###ôiâlzèç###,zâblèax,libéral,0.016077,,,0,0
###jnïfféç###,janffté,densité,0.019266,,,0,0
###ncâéyuà###,néchumé,parfumé,0.010909,,,0,0
###ipsfüïf###,ppiffvf,sportif,0.056726,,,0,0
###uftombè###,fuutmon,feutrer,0.090048,,,0,0
###èuügjpû###,dupppng,pupille,0.019264,,,0,0
###êôfdéür###,dêvêryr,démêler,0.010996,,,0,0
###âïêwynq###,hâclêux,frileux,0.000781,,,0,0
###lbtüffç###,blûffdf,blafard,0.240224,,,0,0
###jgtiwçm###,gimetoy,gamelle,0.431083,,,0,0
###ügonlçp###,gllpppl,flipper,0.280204,,,0,0
###wèèczxv###,rxxèèès,congrès,0.011666,,,0,0
###gômwfec###,gâôfcie,gonfler,0.036823,,,0,0
###xrbvzèû###,coaèèmx,orageux,0.007269,,,0,0
###bsfàêqx###,brûseux,briller,0.072600,,,0,0
###llèôoïk###,lunlool,douleur,0.005012,,,0,0
###àtnnnbl###,nanbnol,nénette,0.037287,,,0,0
###xljàswç###,clavell,claquer,0.010192,,,0,0
###kozûsâw###,zmpsfpn,croûton,0.017736,,,0,0
###nqôwwàê###,nénnêmn,connard,0.035878,,,0,0
###bôudjqs###,buujuus,brusque,0.132669,,,0,0
###ïîdnlmà###,dlamômé,dormant,0.034168,,,0,0
###sbwzaêd###,sisbadd,brigand,0.009327,,,0,0
###lîrïüèa###,llncaad,langage,0.007965,,,0,0
###jçexiçî###,jleeeen,honneur,0.002337,,,0,0
###çvâfaéà###,févhaaé,février,0.011518,,,0,0
###rîsixxç###,rrxisux,radieux,0.021169,,,0,0
###oâgkgbp###,omsopcr,obséder,0.030437,,,0,0
###yàîsmar###,syyragr,myriade,0.002763,,,0,0
###menmiep###,mempiee,clapier,0.019641,,,0,0
###vsçftqs###,véasuos,version,0.026993,,,0,0
###ûtlüïht###,tlûûttt,cloître,0.014133,,,0,0
###pmôuwqj###,plomqug,plomber,0.058743,,,0,0
###sfytorô###,sistorn,costard,0.002718,,,0,0
###hçàwüdô###,hhinaud,peinard,0.015821,,,0,0
###xqâgeôü###,gxôgiex,geôlier,0.111251,,,0,0
###vénbrwg###,vévgrgl,dévorer,0.097106,,,0,0
###ànnûiûj###,nlnnnôn,nouille,0.026841,,,0,0
###hzzüact###,hizpact,hurlant,0.004242,,,0,0
###cxdccïô###,crcccau,cocasse,0.018302,,,0,0
###sâjàvrè###,sévvoir,pivoter,0.006445,,,0,0
###àqmïsfg###,mmgsggs,négligé,0.007296,,,0,0
###èméügçt###,éméègrt,éminent,0.017527,,,0,0
###tsàêédx###,ttépédé,tréteau,0.056975,,,0,0
###bmlwpfm###,bllmômn,blouson,0.031735,,,0,0
###ksokfbu###,smfouru,défendu,0.030285,,,0,0
###ühïvâub###,haubepu,soutenu,0.027542,,,0,0
###âjûûwpà###,câpûemx,coûteux,0.205523,,,0,0
###àîxoîfk###,zlxffrf,griffer,0.013576,,,0,0
###éyàédaw###,épééaad,épatant,0.032016,,,0,0
###râcquân###,recqrpn,rouquin,0.008217,,,0,0
###yéxüyïg###,zxygggo,paysage,0.363990,,,0,0
###ûzzîdûz###,zizpand,crapaud,0.044122,,,0,0
###vjiçîhf###,vlishod,tricher,0.006941,,,0,0
###àîêatjw###,jljêêtt,juillet,0.014163,,,0,0
###îéeûbûr###,ébûûber,éblouir,0.009580,,,0,0
###üîgàsrl###,glsrlel,élargir,0.009502,,,0,0
###yfôlààs###,dôôrôls,hôtesse,0.010475,,,0,0
###éçmdtnt###,émmétnt,cuistot,0.003281,,,0,0
###xsidücç###,dcclcié,incliné,0.008515,,,0,0
###lûîuxàg###,clllgul,allègre,0.267800,,,0,0
###lseéaaê###,légaaau,luisant,0.004599,,,0,0
###îôlçûnç###,glûlçnn,brûlant,0.077802,,,0,0
###krsuntu###,lrstnnu,soutenu,0.013610,,,0,0
###bfkwngç###,blngnng,baigner,0.129785,,,0,0
###iywfünu###,iinuqun,sinueux,0.079943,,,0,0
###édoqûob###,émoroon,charbon,0.180484,,,0,0
###hwàleqf###,hhôhfle,heureux,0.019816,,,0,0
###çkféiuz###,féurfné,fourrer,0.049295,,,0,0
###zkàûésï###,diosôès,kiosque,0.048099,,,0,0
###vavakîb###,vévrvvn,février,0.049605,,,0,0
###ogsnnlt###,olsglnt,odorant,0.023839,,,0,0
###zrzèûqb###,zyzgruo,rongeur,0.476824,,,0,0
###dôpûjda###,drpladd,dallage,0.014028,,,0,0
###pgbixtê###,pipgttt,peureux,0.003682,,,0,0
###oîjoèîà###,ocoooèo,odorant,0.020582,,,0,0
###zcisuçü###,zicceuu,pinceau,0.019080,,,0,0
###ppmorvv###,pêmvrvo,poivrot,0.135294,,,0,0
###âpafdüî###,pappadd,crapaud,0.040569,,,0,0
###îqéüîsî###,érosnds,scooter,0.006010,,,0,0
###néqxààh###,néuhhhx,pécheur,0.006552,,,0,0
###stàtuüé###,ststulé,stature,0.321180,,,0,0
###zypôülï###,dyplayo,syllabe,0.019880,,,0,0
###tvîlqsk###,tuavlis,travers,0.263520,,,0,0
###lruôhyc###,lrulhhé,loucher,0.838932,,,0,0
###üêrâîjà###,lépêêro,repaire,0.023344,,,0,0
###gzèêîbi###,gâgghii,gigoter,0.010292,,,0,0
###oxâkira###,olxaaat,obstiné,0.001761,,,0,0
###btaêony###,batyyao,balayer,0.091154,,,0,0
###mtkidbu###,mitbeuu,metteur,0.030173,,,0,0
###thrlîoâ###,tholoot,chariot,0.023175,,,0,0
###viéûaôt###,vioûaut,vibrant,0.023537,,,0,0
###èqhoosr###,huuosor,parasol,0.007331,,,0,0
###sàsêâcw###,siscêct,suspect,0.052507,,,0,0
###eixyblb###,extbblr,exhiber,0.007499,,,0,0
###àqpîwôi###,crppiao,clapier,0.030314,,,0,0
###cdwàâfx###,cheffrx,chiffre,0.653491,,,0,0
###avnscéi###,avasiré,amasser,0.015370,,,0,0
###aécdêmâ###,adcémdm,absurde,0.014133,,,0,0
###xçmtçrg###,dxutagl,douteux,0.073030,,,0,0
###élmrààw###,éémrlré,pétrole,0.003890,,,0,0
###gscpïçh###,grêphco,trophée,0.079439,,,0,0
###üàümrjo###,mmjooor,mijoter,0.021796,,,0,0
###tkshzèâ###,tistrdt,distant,0.052681,,,0,0
###âuïaqtü###,qâarett,orageux,0.005265,,,0,0
###ôarvïfl###,alrvvll,trivial,0.014904,,,0,0
###jèipsfü###,jusprrf,inspiré,0.010227,,,0,0
###oèlrkçz###,obolèèr,oeillet,0.080718,,,0,0
###âyaüédç###,zxpéadé,effrayé,0.008037,,,0,0
###ebnvlns###,enbllns,engrais,0.023275,,,0,0
###dàiâïüq###,dhisqus,puisque,0.173050,,,0,0
###üüçktwc###,wlttcct,contact,0.018984,,,0,0
###çàéliâz###,éliriai,flirter,0.032875,,,0,0
###vvükveà###,vvevirà,voilier,0.054051,,,0,0
###utransê###,uutrrrs,outrage,0.039295,,,0,0
###çoîklél###,omullll,oeillet,0.051003,,,0,0
